"Permit.Number","Orig","Dest"
"59022A",3,6
"59023R",5,7
"59025G",2,6
"59113X",2,6
"59168F",7,2
"59169Q",6,3
"59178C",7,3
"59181H",1,2
"59212A",12,4
"59250B",2,6
"59263B",7,3
"59269G",3,7
"59270W",2,7
"59290R",3,7
"59304S",3,8
"59308M",3,13
"59323N",1,2
"59338H",4,3
"59348V",8,1
"59374A",2,7
"59375X",2,6
"59394L",2,1
"59433U",5,3
"59434R",3,7
"59460O",6,3
"59493O",13,6
"59534V",5,14
"59546O",3,4
"59559H",2,6
"59612Z",3,5
"59621I",14,1
"59623X",4,3
"59636A",3,1
"59673X",3,6
"59675E",9,3
"59699E",8,5
"59720V",5,8
"59759B",3,7
"59775A",2,1
"59781P",3,9
"59785X",1,2
"59805Z",1,8
"59835V",6,2
"59839O",6,7
"59843R",9,2
"59851X",13,3
"59867E",1,2
"59879L",2,4
"59883F",4,14
"59899H",3,4
"59923B",1,3
"59935J",4,3
"59938L",4,3
"59965C",2,4
"60019S",4,2
"60144G",13,3
"60158L",2,6
"60166J",11,7
"60178I",9,3
"60197A",3,6
"60201J",3,1
"60202L",3,8
"60206A",6,1
"60211L",1,2
"60244B",3,6
"60276S",2,6
"60280J",7,3
"60293M",8,2
"60308C",6,2
"60327M",9,3
"60336G",2,8
"60360U",6,3
"60384K",1,2
"60425F",2,6
"60435F",4,3
"60474E",6,8
"60477G",3,4
"60489L",1,4
"60507F",8,6
"60530B",1,6
"60565H",4,2
"60610G",5,8
"60623J",6,3
"60641O",17,1
"60649E",1,2
"60673Z",5,8
"60674Q",5,8
"60781A",2,3
"60784C",3,4
"60801P",6,1
"60805P",3,6
"60811W",2,6
"60875G",1,4
"60914K",13,4
"60938U",3,4
"60968I",6,2
"60973S",5,3
"60980O",5,3
"60983Q",5,3
"60998B",5,6
"61049G",6,3
"61124H",6,3
"61188Q",12,4
"61240O",1,3
"61315W",3,5
"61352L",3,2
"61361Q",4,3
"61362J",3,6
"61400R",6,3
"61419X",5,3
"61424L",3,6
"61438E",4,8
"61455W",9,3
"61468U",5,8
"61480W",5,6
"61508S",4,3
"61513H",1,4
"61533N",9,6
"61534R",14,6
"61616C",2,1
"61645N",5,7
"61734F",2,3
"61735S",6,1
"61769K",2,3
"61828N",5,6
"61845H",5,6
"61865W",2,7
"61876O",6,1
"61946K",3,4
"61962L",4,3
"62024A",6,2
"62083U",6,4
"62111G",6,3
"62182G",1,6
"62208Q",5,3
"62219J",3,6
"62254S",3,17
"62289H",14,3
"62369C",10,17
"62467X",6,2
"62505G",14,12
"62513L",14,17
"62539S",14,3
"62561X",14,3
"62650N",1,8
"62782E",14,3
"62846X",3,10
"62910B",12,3
"62919I",12,3
"62988A",14,10
"63144B",3,10
"63232U",14,3
"63305U",10,3
"63334N",12,14
"63383K",14,3
"63409A",3,4
"63412E",9,4
"63447W",14,1
"63466M",3,1
"63480Q",12,14
"63521G",14,3
"63534G",14,3
"63613L",12,3
"63723I",12,3
"63756N",12,6
"63795M",12,6
"63853G",14,3
"63878R",14,3
"63891Z",14,10
"63961Q",12,3
"63998W",14,3
"64048F",2,1
"64119P",3,6
"64137E",7,3
"64199G",4,3
"64322O",12,3
"64381Q",17,3
"64607E",7,3
"64662E",8,2
"64692W",4,3
"64696W",3,4
"64702W",5,8
"64737J",2,4
"64738E",4,3
"64804Q",3,2
"64848I",1,3
"64865V",6,1
"64880F",6,2
"64894F",3,6
"64920J",4,3
"65037W",3,4
"65040A",6,4
"65096Q",4,3
"65134G",4,3
"65156E",2,1
"65165C",9,3
"65225H",2,6
"65258N",3,14
"65268L",14,3
"65611M",9,2
"65617G",4,3
"65649J",4,3
"65818P",3,6
"65825J",12,3
"65876R",3,8
"65905Z",12,3
"66556R",2,6
"66854J",9,2
"67594X",7,3
"67873L",3,4
"67874E",4,3
"68161S",6,4
"68340V",5,6
"97908N",3,1
"97988V",15,1
"98171G",8,1
"98212U",1,3
"98247A",3,1
"98272H",4,10
"98273Z",1,3
"98315G",1,6
"98385P",1,2
"98471H",3,1
"98529P",1,2
"98532Q",6,1
"98588K",1,14
"98760R",1,16
"98862L",5,6
"98999K",1,3
"99085N",8,1
"99137R",2,6
"99139C",1,2
"99274P",1,7
"99297N",3,2
"99357G",1,2
"99569G",1,6
"99803P",2,1
"99884P",1,6
"99906B",3,1
"99949U",1,3
"99955X",14,1
"99996H",1,8
