"Permit.Number","Orig","Dest"
"60241P",14,4
"60246Q",5,2
"60257O",3,6
"60286Q",4,3
"60314I",6,4
"60315A",3,6
"60320L",4,12
"60326N",4,3
"60346L",4,2
"60360U",3,6
"60388B",2,1
"60415E",3,6
"60421M",5,8
"60426W",3,6
"60428J",3,8
"60431K",5,4
"60445S",5,3
"60465N",7,6
"60472S",3,4
"60477G",4,3
"60490W",2,1
"60532A",2,1
"60617J",3,2
"60635U",2,4
"60638O",2,7
"60686I",9,3
"60721X",8,2
"60757G",3,6
"60781A",14,3
"60799C",7,3
"60817E",3,8
"60818V",4,6
"60829L",12,3
"60830A",4,3
"60849H",9,3
"60855K",4,3
"60870S",3,6
"60871L",3,4
"60880L",3,8
"60884J",4,6
"60910F",3,1
"60956A",2,5
"60962O",2,6
"61014A",3,8
"61018U",3,6
"61035N",2,3
"61056B",3,6
"61062F",3,6
"61139R",6,5
"61170C",5,6
"61243W",3,6
"61252C",8,2
"61260K",3,6
"61262U",3,6
"61282X",4,5
"61328W",9,3
"61338U",2,8
"61349K",3,6
"61356G",2,1
"61389B",4,3
"61432Z",11,3
"61443L",7,3
"61450I",5,2
"61452U",3,8
"61495P",3,7
"61504S",2,1
"61515I",5,3
"61520R",7,2
"61521M",3,6
"61533N",3,9
"61535K",3,6
"61544K",2,1
"61549W",8,3
"61550S",4,3
"61555C",3,2
"61560L",5,3
"61562B",3,2
"61580M",14,3
"61584J",3,1
"61597Z",2,7
"61624A",3,14
"61647X",7,3
"61652J",2,7
"61660W",6,7
"61670X",4,8
"61712F",4,12
"61747F",3,6
"61765P",3,5
"61770B",3,6
"61813A",3,8
"61817U",3,5
"61851O",14,4
"61882A",6,4
"61897K",3,6
"61928V",14,3
"61937F",2,4
"61941X",5,3
"61950E",3,7
"61959K",6,2
"61961S",3,2
"61964V",5,4
"61968P",12,3
"61976E",14,6
"61995H",3,6
"62009Q",2,4
"62038R",6,8
"62039K",3,6
"62050Q",7,2
"62056V",7,2
"62074J",3,6
"62088W",3,6
"62114I",6,3
"62159J",3,6
"62170Q",6,2
"62179F",1,3
"62193V",2,1
"62194N",1,9
"62207S",1,6
"62218Q",6,3
"62225B",2,1
"62251Z",6,14
"62260A",3,14
"62380P",3,8
"62438R",12,14
"62454S",10,14
"62457V",3,14
"62500E",12,4
"62550I",14,17
"62609S",3,2
"62636K",12,6
"62656A",14,15
"62667L",14,1
"62861Z",14,3
"62874Z",14,10
"62881U",14,9
"62889S",10,12
"62919I",12,17
"62925L",3,14
"63074V",17,6
"63120E",14,3
"63152Q",3,6
"63176W",14,3
"63222O",17,6
"63262X",12,14
"63272V",12,14
"63321N",14,12
"63372Z",14,2
"63416V",4,3
"63432W",12,3
"63443C",17,14
"63522X",3,6
"63554B",14,12
"63592E",5,3
"63631U",10,3
"63635Z",17,3
"63667K",14,3
"63690I",5,6
"63711A",14,7
"63785M",10,3
"63786B",14,6
"63802N",12,3
"63807A",12,3
"63877A",3,14
"63890H",10,3
"63894B",8,6
"63936F",1,8
"63954P",14,1
"64010A",14,3
"64081G",10,3
"64128B",4,2
"64137E",2,7
"64139Z",14,1
"64155G",3,9
"64156K",3,8
"64170B",12,3
"64187U",5,13
"64267E",8,2
"64278S",14,3
"64297N",14,6
"64313Q",17,3
"64334W",12,6
"64367A",17,3
"64368R",10,3
"64410G",14,10
"64415F",4,3
"64418Z",3,5
"64425C",3,12
"64428C",4,3
"64639A",14,1
"64689B",4,3
"64696W",3,4
"64717P",4,2
"64722Z",1,2
"64726V",4,2
"64742W",4,3
"64761X",4,3
"64785E",3,2
"64804Q",3,2
"64878E",3,8
"64914G",4,2
"64921P",1,2
"64954W",4,3
"64981L",9,2
"65034B",2,9
"65041P",8,6
"65073F",14,10
"65083I",5,3
"65102U",5,3
"65109Z",4,12
"65111I",3,4
"65123P",4,3
"65131B",12,3
"65132S",4,3
"65133B",10,14
"65196I",17,3
"65197A",17,6
"65210Q",14,3
"65226Z",1,6
"65238F",10,3
"65245A",10,1
"65258N",14,3
"65264Q",14,3
"65275E",17,14
"65321M",5,3
"65407K",5,7
"65417N",4,2
"65441R",7,6
"97867Z",6,1
"97908N",1,3
"97920U",1,6
"97968A",1,12
"98001M",2,3
"98048A",1,2
"98132H",1,3
"98135J",1,8
"98193L",1,2
"98258P",1,6
"98345Z",1,6
"98441N",1,2
"98469X",1,16
"98496O",1,3
"98586A",2,1
"98605J",9,14
"98660J",14,1
"98665V",1,3
"98676L",3,1
"98688S",1,6
"98695O",1,14
"98714X",1,3
"98717A",1,6
"98723E",3,1
"98725N",14,1
"98758J",1,6
"98767O",1,6
"98770P",1,3
"98790L",1,6
"98793N",7,8
"98805B",1,2
"98815Z",1,2
"98862L",14,5
"98871Q",6,1
"98885J",1,3
"98889E",1,2
"98925G",1,2
"98960K",2,1
"98984A",1,2
"99000S",1,2
"99004N",1,2
"99019X",1,8
"99063I",1,2
"99070E",1,3
"99095L",2,3
"99107Z",1,3
"99113C",14,3
"99133X",2,1
"99174H",5,8
"99196M",8,1
"99202V",6,1
"99213L",2,1
"99239L",1,8
"99241U",1,2
"99248Q",1,2
"99250A",1,6
"99267U",1,3
"99268M",1,6
"99309B",1,6
"99312C",1,8
"99314M",1,2
"99335A",1,6
"99365S",1,2
"99551S",1,2
"99575J",1,2
"99594M",1,2
"99626V",1,14
"99668W",1,3
"99741N",1,8
"99758I",1,2
"99803P",1,2
"99825V",1,2
"99862K",4,1
"99898I",1,2
"99906B",1,3
"99933R",1,14
"99954G",1,3
"99955X",1,14
