"Permit.Number","Orig","Dest"
"61899O",2,6
"61909V",2,6
"61912W",1,3
"61913O",4,1
"61915Z",6,3
"61916Q",6,4
"61918E",6,2
"61923E",5,6
"61926H",14,3
"61927E",3,6
"61931R",8,7
"61935U",2,6
"61940G",3,4
"61942P",6,7
"61950E",1,3
"61952N",2,3
"61954X",2,4
"61957A",2,6
"61966G",8,2
"61969I",3,6
"61972J",2,1
"61976E",6,2
"61981O",16,6
"61983Z",6,3
"61984Q",3,2
"61990U",2,3
"61993W",12,4
"61994O",4,2
"61996Z",2,1
"61997Q",2,3
"61998J",2,5
"62000K",2,6
"62002U",4,2
"62004F",6,3
"62008Z",3,2
"62009Q",4,2
"62010I",8,2
"62013K",5,3
"62015U",12,4
"62017F",6,5
"62018W",2,6
"62031M",6,3
"62033G",12,2
"62035P",6,8
"62039K",3,6
"62043A",1,7
"62046X",5,7
"62052B",3,2
"62053S",2,3
"62056V",7,5
"62059X",7,2
"62060O",6,2
"62061H",3,7
"62064J",14,3
"62069E",6,1
"62080R",3,2
"62081H",3,2
"62084O",6,8
"62089O",3,2
"62097J",6,3
"62106U",3,2
"62107M",3,14
"62110N",16,3
"62112B",4,3
"62115U",1,8
"62117L",5,6
"62123S",4,6
"62124L",6,16
"62126H",2,9
"62129P",3,6
"62134B",3,8
"62138R",6,1
"62140B",2,1
"62151U",2,3
"62156H",8,3
"62158Q",3,14
"62162K",2,3
"62165G",3,9
"62176V",9,3
"62177N",6,9
"62194N",3,1
"62197P",1,6
"62209G",6,2
"62214L",5,3
"62220R",3,6
"62222I",5,6
"62227U",6,2
"62229F",2,6
"62231G",7,5
"62235I",6,2
"62241L",3,12
"62249P",3,14
"62250Z",17,3
"62261F",3,10
"62269L",3,2
"62279J",3,14
"62314S",14,1
"62335Q",2,3
"62377J",1,7
"62380P",8,6
"62397N",3,12
"62447G",3,10
"62495C",3,14
"62496U",17,6
"62500E",9,12
"62546O",3,14
"62552R",3,14
"62558W",14,3
"62600M",1,12
"62607J",1,6
"62609S",2,6
"62610K",3,2
"62613K",3,10
"62614U",1,14
"62631N",14,3
"62690R",3,12
"62708R",17,3
"62719P",3,14
"62722B",14,8
"62723J",1,14
"62786I",14,12
"62811U",1,12
"62814Q",2,14
"62816E",2,14
"62850S",1,12
"62860O",10,14
"62869N",12,14
"62881U",3,9
"62901V",14,3
"62920Z",3,14
"62932H",3,14
"62980L",3,14
"63008N",3,14
"63010W",3,14
"63068A",3,14
"63071S",10,3
"63074V",6,3
"63080Q",2,1
"63084B",14,3
"63102R",11,14
"63111I",4,2
"63143B",14,3
"63174N",2,5
"63192X",3,14
"63193P",3,14
"63213Z",3,10
"63219V",4,3
"63248W",14,3
"63251X",14,3
"63257C",2,12
"63259M",12,14
"63271E",12,3
"63272V",14,12
"63282J",3,6
"63300A",3,14
"63322I",2,7
"63361F",3,14
"63400J",14,3
"63414L",2,6
"63416V",5,3
"63418G",3,2
"63433G",5,2
"63443C",14,3
"63465I",3,14
"63467C",7,2
"63472E",12,14
"63481J",14,3
"63506W",3,14
"63518F",3,14
"63522X",6,14
"63530S",10,3
"63533N",3,14
"63537I",3,14
"63543S",10,3
"63551Z",12,14
"63555S",2,14
"63584R",2,3
"63602J",3,9
"63615S",3,10
"63619N",14,10
"63625S",14,12
"63630V",1,2
"63635Z",3,17
"63652I",5,6
"63667K",3,14
"63670M",3,5
"63678A",3,14
"63686N",3,14
"63690I",5,3
"63691J",1,3
"63708H",3,10
"63738K",14,17
"63758N",3,14
"63764Z",3,10
"63769F",5,3
"63773B",2,1
"63774Z",3,6
"63792R",14,17
"63804X",10,12
"63818G",14,3
"63826P",2,1
"63849Z",6,10
"63870V",3,17
"63897I",8,3
"63926C",3,14
"63942E",10,14
"63946G",3,10
"63963B",6,3
"63981K",3,10
"64005R",17,3
"64016R",15,17
"64017W",6,1
"64018O",1,2
"64053Z",3,12
"64068J",6,8
"64069B",4,2
"64078W",3,14
"64124J",14,4
"64125B",3,6
"64129J",3,5
"64139Z",6,17
"64143E",8,5
"64154X",10,1
"64155G",3,9
"64170B",3,12
"64187U",3,5
"64197J",3,14
"64215H",2,7
"64223R",14,6
"64229Z",7,3
"64230S",8,2
"64243F",8,3
"64245S",3,14
"64247N",4,2
"64255R",2,1
"64256S",3,8
"64263O",3,2
"64265S",1,6
"64308R",6,14
"64334W",6,12
"64360V",3,12
"64369K",10,17
"64373E",17,3
"64378P",3,17
"64419W",1,3
"64428C",1,3
"64436H",2,1
"64458N",2,6
"64459K",1,8
"64496U",2,6
"64522H",3,4
"64528X",2,6
"64532Z",3,8
"64533Q",3,6
"64624S",3,5
"64634P",2,7
"64636I",6,3
"64656W",3,2
"64657N",7,2
"64658K",8,6
"64659G",4,6
"64670W",6,4
"64675B",14,3
"64679Q",3,14
"64682A",8,1
"64687Q",6,4
"64700S",4,2
"64701G",3,8
"64718G",9,3
"64722Z",1,3
"64724L",4,1
"64743O",4,2
"64759L",6,3
"64761X",3,2
"64779K",4,2
"64780X",8,3
"64783G",2,3
"64794S",6,3
"64807V",7,8
"64821I",1,3
"64829H",3,4
"64834K",8,6
"64839P",3,9
"64847R",4,3
"64849C",3,8
"64854C",2,1
"64867N",3,4
"64870S",1,3
"64881C",1,6
"64887H",4,3
"64890F",3,2
"64892R",2,6
"64898Z",5,8
"64899Q",1,3
"64902P",2,3
"64906R",14,3
"64918A",6,3
"64919R",3,6
"64928X",1,4
"64934B",4,14
"64936J",1,2
"64939C",8,1
"64946H",3,1
"64950A",5,2
"64954W",3,4
"64969V",1,3
"64974P",6,2
"64981L",2,6
"64987N",2,5
"64996V",2,6
"64997K",3,6
"65000H",2,1
"65007E",4,6
"65008R",2,7
"65011W",6,8
"65014Z",6,2
"65017R",2,5
"65019E",7,3
"65025Q",2,3
"65026H",4,3
"65041P",6,2
"65058M",4,3
"65064E",3,14
"65068I",2,1
"65100H",14,1
"65106O",3,14
"65125O",2,3
"65132S",6,1
"65142O",3,5
"65148L",14,3
"65151Z",8,3
"65180O",5,14
"65181X",14,17
"65186K",3,17
"65190E",3,17
"65197A",6,17
"65228J",3,6
"65264Q",3,14
"65270H",3,10
"65325P",6,2
"65394I",3,5
"65400Q",6,2
"65407K",7,3
"65418P",6,2
"65427C",5,6
"65434H",4,3
"65435W",1,6
"65468O",1,3
"65469F",14,3
"65470B",1,4
"65486V",3,7
"65513A",2,3
"65584C",5,2
"65590I",3,6
"65603Z",2,8
"65606F",5,3
"65613Z",6,3
"65623J",1,6
"65634Z",4,2
"65635O",2,1
"65639L",4,3
"65640C",2,6
"65803U",14,5
"65819G",8,6
"65821Q",4,3
"65822H",2,3
"65824S",3,6
"65830W",4,3
"65832F",12,2
"65838L",3,2
"65842C",12,8
"65856W",9,4
"65858H",6,8
"65861I",6,3
"65862A",12,6
"65871G",8,2
"65872X",4,8
"65879U",3,6
"65884G",2,6
"65887I",4,8
"65888A",6,2
"65890J",3,4
"65891B",4,1
"65894E",6,2
"65903M",1,3
"65913K",4,3
"65917F",1,4
"65922P",12,6
"65932K",7,2
"66266Q",12,4
"66299K",5,6
"66382P",2,5
"66406L",1,6
"66408F",12,2
"66515L",3,2
"66587G",4,3
"66598N",3,7
"66803W",3,14
"66862W",12,3
"66868U",3,5
"66896K",4,3
"66904E",6,2
"66925Q",4,3
"66929L",12,5
"66949X",1,2
"66954R",2,6
"66957W",5,6
"66962G",6,2
"66967R",4,2
"66974N",3,2
"66975G",3,6
"66979U",8,6
"66986P",2,1
"67004Z",4,3
"67322L",3,2
"67324V",12,4
"67325N",4,3
"67326G",4,3
"67542S",2,1
"67569Q",4,2
"67876N",3,16
"68057O",9,2
"68076R",14,2
"68167V",14,3
"68179E",4,2
"68180U",2,3
"68181M",4,3
"68758R",1,5
"68827P",3,11
"68838G",4,2
"68862U",4,3
"68871C",1,4
"68902C",9,3
"68903P",9,2
"68904B",4,6
"68906B",14,12
"69044Z",14,3
"97858S",6,1
"97869J",8,1
"97882I",8,1
"97886C",1,3
"97891N",6,1
"97894P",1,3
"97895I",1,2
"97898K",2,1
"97912H",8,1
"97916B",1,2
"97920U",6,2
"97925H",6,1
"97931K",1,6
"97934M",1,6
"97937O",1,6
"97941I",2,1
"97942A",5,1
"97949W",1,6
"97950N",6,1
"97964G",1,3
"97971B",1,2
"97974E",2,1
"97993H",1,8
"97996J",1,2
"98002F",1,7
"98003W",3,1
"98036R",1,2
"98039U",2,1
"98041E",2,1
"98053L",1,2
"98056N",2,1
"98057G",3,1
"98059P",6,1
"98065S",1,6
"98069N",3,1
"98070F",6,1
"98085O",2,1
"98093C",1,15
"98104X",1,4
"98118P",2,1
"98132H",2,1
"98148J",2,1
"98151K",3,1
"98154M",2,1
"98155F",1,2
"98160P",1,6
"98167M",1,3
"98176R",2,1
"98178C",2,1
"98180L",3,1
"98185X",2,3
"98201F",2,3
"98216O",3,1
"98220I",6,1
"98234A",8,3
"98248R",3,1
"98254V",2,1
"98261Q",8,1
"98266E",2,1
"98269G",2,3
"98271O",1,2
"98278L",6,1
"98280U",6,1
"98295F",1,8
"98297O",1,8
"98300V",1,3
"98309C",6,2
"98316X",1,6
"98320Q",2,1
"98322B",2,1
"98332Z",1,3
"98341F",2,1
"98346Q",1,2
"98349S",1,6
"98350K",2,1
"98351C",6,1
"98352U",1,3
"98354F",6,1
"98379M",2,1
"98386I",1,3
"98387A",1,8
"98392L",14,1
"98404Z",8,1
"98426F",1,14
"98433A",1,2
"98447R",14,1
"98448K",5,1
"98458I",1,6
"98460Q",1,6
"98461J",3,1
"98476S",1,6
"98496O",1,2
"98505A",1,2
"98511E",6,1
"98528X",3,1
"98533J",3,1
"98619B",2,1
"98638F",6,1
"98772A",1,3
"98775C",1,2
"98979O",14,1
"99007P",1,2
"99177J",2,1
"99242M",1,2
"99658Z",2,1
"99780M",2,1
"99979N",3,1
