"Permit.Number","Orig","Dest"
"61610I",6,3
"61613K",3,6
"61616C",1,2
"61623L",6,2
"61626A",1,6
"61631Z",6,3
"61632E",2,1
"61637E",1,3
"61640F",12,1
"61641S",2,6
"61643E",2,3
"61646G",2,3
"61649I",7,2
"61653B",2,7
"61654S",2,7
"61655L",7,2
"61656E",1,2
"61658N",3,11
"61668C",3,2
"61672I",12,6
"61675V",2,1
"61676N",9,2
"61679P",5,3
"61681Z",3,2
"61688B",14,1
"61689Z",2,7
"61698Z",1,2
"61699Q",1,3
"61701G",3,2
"61703P",1,11
"61709A",2,3
"61719B",4,3
"61720J",2,3
"61730R",4,3
"61731I",4,8
"61732Q",1,3
"61735S",1,2
"61738F",3,6
"61744C",8,2
"61745U",2,3
"61746M",8,3
"61748W",3,6
"61752P",3,2
"61759M",1,3
"61763G",2,3
"61764X",2,3
"61768R",3,8
"61778P",8,3
"61785L",14,3
"61786E",3,6
"61805M",3,8
"61814R",2,8
"61817U",6,3
