"Permit.Number","Orig","Dest"
"63873X",6,3
"63876I",14,3
"63882L",3,14
"63891Z",10,3
"63897I",3,8
"63900M",2,12
"63903O",3,12
"63925K",14,3
"63926C",2,3
"63935A",17,3
"63948I",14,3
"63956G",4,12
"63976A",13,9
"64017W",2,6
"64021R",7,6
"64053Z",12,3
"64077O",3,12
"64082R",2,3
"64089U",10,17
"64100Z",6,7
"64105E",3,2
"64121F",6,2
"64125B",14,6
"64126S",6,2
"64131C",3,2
"64141P",5,12
"64142P",10,3
"64145L",3,1
"64150Q",3,14
"64157W",2,1
"64162E",10,14
"64164U",3,7
"64165P",11,3
"64177X",3,2
"64180Z",3,2
"64181Q",3,1
"64186X",14,3
"64197J",14,3
"64211K",3,14
"64214R",5,2
"64215H",2,8
"64223R",3,14
"64230S",12,8
"64235W",3,2
"64239A",4,1
"64268S",7,3
"64269K",1,2
"64272U",3,12
"64324Z",3,12
"64327J",17,3
"64335W",17,10
"64365P",17,6
"64376G",3,17
"64378P",17,3
"64397S",17,14
"64400M",8,3
"64401B",5,3
"64404U",3,17
"64411X",12,3
"64416W",3,4
"64423M",6,7
"64430N",4,3
"64432M",2,1
"64441R",2,1
"64442K",3,5
"64444G",12,4
"64460V",2,1
"64496U",14,2
"64527G",2,6
"64565U",6,2
"64572M",5,3
"64578Q",3,5
"64609I",2,1
"64638R",3,8
"64658K",2,7
"64660S",6,3
"64666B",4,2
"64667K",1,2
"64668C",2,1
"64676S",12,3
"64678Z",14,4
"64682A",2,3
"64688J",3,4
"64692W",3,6
"64704I",1,6
"64720G",1,14
"64723Q",6,2
"64759L",3,6
"64767C",2,3
"64779K",8,3
"64789F",3,2
"64791Q",4,8
"64801W",4,6
"64823U",1,3
"64838M",3,14
"64843V",1,3
"64844F",5,3
"64854C",1,2
"64855E",6,2
"64859R",2,1
"64860I",14,5
"64865V",1,2
"64866V",4,3
"64874E",3,2
"64880F",2,8
"64886Q",2,3
"64892R",4,1
"64895W",3,10
"64898Z",6,2
"64918A",4,6
"64926N",2,6
"64930F",3,8
"64933S",1,3
"64940Z",3,6
"64945J",3,8
"64947Z",10,3
"64950A",7,2
"64960A",6,3
"64968H",6,3
"64969V",1,2
"64975I",3,2
"64976Q",2,1
"64980F",3,8
"64984K",3,6
"64985N",14,17
"64991G",7,3
"64995A",3,6
"64997K",7,8
"65000H",3,2
"65004V",6,8
"65013H",4,1
"65014Z",1,6
"65025Q",3,2
"65035O",4,9
"65058M",4,12
"65074S",17,1
"65086S",7,3
"65092Z",6,2
"65097J",4,3
"65119U",2,1
"65122J",3,9
"65129U",3,6
"65151Z",4,2
"65184A",17,3
"65190E",17,3
"65195P",17,6
"65224N",7,3
"65225H",6,2
"65231R",14,17
"65239W",10,6
"65255L",14,12
"65274L",10,17
"65294K",3,14
"65302M",1,3
"65322U",9,2
"65324R",3,6
"65343B",4,12
"65344S",4,12
"65356B",3,4
"65410G",1,6
"65428X",5,7
"65432W",4,6
"65435W",4,3
"65437J",4,6
"65468O",7,3
"65471K",6,5
"65486V",7,2
"65513A",4,2
"65579L",3,8
"65584C",12,5
"65590I",4,3
"65593Z",8,2
"65600J",1,4
"65602A",9,1
"65603Z",9,2
"97852O",1,2
"97855Q",2,1
"97856J",2,1
"97863F",1,2
"97864W",14,1
"97869J",1,3
"97871R",1,2
"97875M",1,15
"97882I",1,8
"97885K",1,2
"97891N",1,6
"97893X",2,1
"97898K",3,1
"97900Z",3,1
"97907V",1,6
"97909G",6,1
"97913Z",3,8
"97914Q",2,1
"97926Z",1,2
"97932C",6,1
"97935F",1,7
"97944K",1,2
"97952X",6,1
"97957K",1,14
"97960L",1,2
"97964G",1,6
"97974E",1,2
"97977G",1,3
"97978X",1,6
"97988V",2,1
"97991W",1,8
"98002F",8,1
"98018H",3,1
"98034I",2,1
"98037K",8,1
"98039U",1,2
"98042V",1,15
"98043N",2,1
"98044G",1,6
"98049R",2,1
"98050J",6,1
"98057G",1,3
"98060H",1,2
"98061Z",8,1
"98062Q",2,6
"98075Q",1,2
"98078S",2,1
"98081U",2,1
"98090A",1,8
"98094U",8,6
"98095M",1,2
"98103G",1,6
"98105P",3,7
"98109K",1,2
"98124S",6,2
"98136B",1,2
"98140U",2,1
"98144O",1,12
"98150R",1,14
"98172X",3,1
"98177K",2,1
"98178C",8,2
"98179U",3,1
"98180L",1,6
"98188A",1,2
"98190J",2,1
"98194E",1,6
"98201F",1,2
"98209S",1,6
"98214F",2,1
"98216O",1,3
"98226M",2,1
"98234A",1,8
"98254V",1,8
"98260Z",1,2
"98261Q",1,10
"98271O",3,1
"98277S",1,6
"98280U",1,6
"98286Z",1,2
"98309C",1,2
"98332Z",1,2
"98365U",1,2
"98396G",1,8
"98433A",1,6
"98447R",3,14
"98491C",1,3
"98493M",1,6
"98504I",9,2
"98508C",1,6
"98513N",1,8
"98514G",1,8
"98516P",1,8
"98518A",1,2
"98521B",14,1
"98530H",1,6
"98533J",1,3
"98534B",1,2
"98541W",1,2
"98542O",2,1
"98629Z",1,2
"98644I",1,2
"98859K",1,17
"98884Q",6,1
"98962U",1,6
"98979O",1,14
"99116F",1,8
"99126C",1,8
"99156V",1,5
"99182U",1,2
"99234Z",1,8
"99251R",6,1
"99279C",1,2
"99371W",1,2
"99456W",1,2
"99672P",1,14
"99723C",1,2
"99876C",1,6
