"Permit.Number","Orig","Dest"
"60336G",2,8
"60337E",2,3
"60348V",14,4
"60357V",3,6
"60359L",8,6
"60360U",6,3
"60362I",5,8
"60376S",4,7
"60380R",7,3
"60383X",2,4
"60384K",1,2
"60390K",3,5
"60391G",6,3
"60399R",8,2
"60401J",1,8
"60403B",3,1
"60409V",3,6
"60413Z",3,2
"60414L",6,3
"60415E",6,3
"60425F",2,6
"60427Q",4,3
"60430R",3,2
"60433U",3,2
"60435F",4,3
"60438H",10,3
"60443J",3,14
"60446L",3,6
"60448V",2,5
"60449N",6,18
"60450F",2,5
"60451W",5,3
"60453G",3,14
"60464X",6,1
"60465N",6,7
"60471B",3,6
"60472S",4,18
"60474E",6,8
"60477G",3,4
"60480H",3,2
"60482H",2,8
"60483B",8,3
"60484L",2,1
"60486H",6,5
"60489L",1,4
"60490W",6,1
"60491W",2,4
"60492H",2,1
"60496U",10,3
"60500I",8,6
"60506M",4,3
"60507F",8,6
"60510Q",1,10
"60513C",3,7
"60523X",3,2
"60528C",1,8
"60530B",1,6
"60531E",2,18
"60536A",3,6
"60537R",3,6
"60544N",3,6
"60546B",2,3
"60554G",2,1
"60555X",1,2
"60564M",2,6
"60565H",4,2
"60567J",1,6
"60573U",3,2
"60579E",1,2
"60581X",6,2
"60588Z",3,18
"60593P",2,6
"60595W",7,6
"60597C",1,2
"60602B",3,8
"60604J",8,2
"60608G",13,4
"60610G",5,8
"60615Z",6,8
"60618B",3,6
"60622R",8,3
"60623J",6,3
"60636X",2,3
"60638O",9,2
"60639L",2,3
"60640C",8,1
"60641O",17,1
"60642C",3,18
"60643F",8,3
"60649E",1,2
"60650U",6,2
"60658M",2,8
"60663K",2,3
"60667O",2,1
"60668B",2,3
"60671Q",3,1
"60673Z",5,8
"60674Q",5,8
"60682H",6,2
"60683Z",2,6
"60684L",3,6
"60686I",3,10
"60689E",6,2
"60692Z",3,8
"60696P",3,18
"60697I",5,2
"60702K",2,6
"60704U",3,14
"60705M",3,6
"60706F",8,2
"60725C",3,6
"60726A",3,14
"60728F",6,3
"60732X",3,18
"60741E",3,2
"60763F",2,3
"60773H",14,3
"60777B",6,3
"60781A",2,3
"60783I",6,2
"60784C",3,4
"60791I",6,18
"60794U",6,3
"60796F",3,8
"60801P",6,1
"60802S",3,2
"60803V",2,18
"60805P",3,6
"60811W",2,6
"60816B",7,3
"60824W",4,6
"60830A",3,6
"60834W",4,3
"60837Z",3,6
"60843A",3,6
"60848M",1,2
"60849H",4,18
"60857U",14,8
"60868K",3,8
"60871L",4,3
"60872E",2,8
"60873G",1,2
"60875G",1,4
"60878C",3,6
"60882V",3,2
"60885E",3,4
"60887N",2,6
"60897L",2,14
"60898E",2,6
"60901Z",1,15
"60902Q",1,6
"60907O",18,8
"60909J",2,18
"60913H",2,1
"60914K",13,4
"60917J",3,18
"60918F",3,1
"60920N",8,2
"60926R",8,6
"60928C",4,3
"60935V",3,14
"60937I",14,6
"60938U",3,4
"60940E",3,6
"60957E",4,3
"60958V",3,2
"60961W",5,2
"60963H",3,8
"60965O",2,6
"60968I",6,2
"60971J",6,5
"60973S",5,3
"60980O",5,3
"60981H",5,3
"60983Q",5,3
"60989V",8,3
"60995I",6,3
"60998B",5,6
"61002M",2,5
"61004W",2,5
"61005U",6,3
"61008W",6,3
"61022N",6,3
"61024X",3,2
"61042J",6,3
"61049G",6,3
"61056B",6,3
"61057S",18,3
"61058L",3,6
"61060U",3,6
"61062F",3,1
"61082A",3,6
"61090N",6,3
"61091G",2,3
"61103S",14,3
"61106V",2,3
"61112Z",8,2
"61113Q",3,2
"61117L",6,3
"61119V",6,3
"61121F",6,3
"61124H",6,3
"61131G",1,6
"61132X",8,2
"61134U",3,1
"61153I",6,3
"61155V",4,5
"61160E",6,3
"61164B",1,5
"61175Q",6,2
"61176J",4,2
"61178P",6,3
"61179N",3,2
"61182M",6,3
"61188Q",12,4
"61197S",8,3
"61199E",3,6
"61200A",3,4
"61207W",3,7
"61209B",1,2
"61213V",9,3
"61221S",6,3
"61227M",6,5
"61228N",3,2
"61234L",6,3
"61238G",6,8
"61240O",1,3
"61241H",8,3
"61243W",6,3
"61245B",8,6
"61246S",3,8
"61249B",4,6
"61253W",1,2
"61255F",3,4
"61256Z",10,3
"61259S",6,3
"61270F",6,5
"61271A",5,6
"61272R",3,2
"61281G",14,4
"61282X",5,3
"61291B",2,8
"61292S",4,2
"61294E",6,10
"61299P",2,6
"61304E",6,3
"61306J",7,9
"61315W",3,5
"61316O",5,6
"61317H",3,6
"61319Q",3,6
"61322R",4,2
"61326M",3,8
"61328W",14,8
"61329O",12,2
"61330G",12,3
"61332R",3,6
"61333I",2,3
"61334A",6,2
"61338U",8,2
"61345P",3,8
"61351L",2,3
"61352L",3,2
"61354M",2,5
"61355N",3,2
"61358P",5,1
"61359I",4,6
"61361Q",4,3
"61362J",3,6
"61369I",6,2
"61373Z",4,3
"61376B",8,6
"61377S",3,1
"61382F",3,2
"61383W",6,2
"61388G",2,3
"61389B",3,14
"61400R",6,3
"61402G",8,2
"61407R",1,5
"61409F",3,2
"61413P",1,8
"61416O",1,5
"61419X",5,3
"61424L",3,6
"61432Z",3,6
"61435B",8,6
"61438E",4,8
"61445Z",4,2
"61446S",6,4
"61452U",2,8
"61455W",10,3
"61460C",3,2
"61461M",2,18
"61462M",5,3
"61466L",3,14
"61468U",5,8
"61470W",3,18
"61472M",6,3
"61474R",2,6
"61475R",12,3
"61480W",5,6
"61485R",8,2
"61486I",2,5
"61489I",2,6
"61493E",6,2
"61500Z",14,3
"61508S",4,3
"61513H",1,4
"61516H",14,3
"61517Z",6,3
"61519A",3,2
"61523C",6,5
"61524U",2,5
"61525J",6,3
"61526W",7,14
"61529Z",9,3
"61531M",3,7
"61532I",8,2
"61533N",10,6
"61534R",14,6
"61537R",2,5
"61538Z",2,18
"61544K",1,6
"61555C",2,3
"61558F",3,6
"61559A",2,5
"61560L",3,8
"61564E",3,6
"61565E",3,2
"61569X",6,3
"61574A",1,18
"61584J",1,6
"61585B",6,3
"61587A",2,5
"61595N",1,7
"61597Z",2,3
"61599L",3,2
"61603C",2,18
"61616C",2,1
"61626A",6,18
"61627G",4,3
"61630F",5,6
"61631Z",3,6
"61633A",5,2
"61637E",3,7
"61639N",4,8
"61640F",3,7
"61642J",6,3
"61643E",3,7
"61645N",5,7
"61646G",3,7
"61647X",3,2
"61650Z",6,7
"61651Q",7,3
"61653B",3,7
"61655L",2,3
"61656E",6,3
"61658N",7,3
"61666B",8,14
"61668C",2,8
"61672I",1,6
"61673L",3,2
"61678X",10,3
"61679P",3,2
"61685Z",1,6
"61688B",8,1
"61692U",1,6
"61701G",1,6
"61716V",3,7
"61719B",3,6
"61720J",3,5
"61723U",2,6
"61725F",4,3
"61734F",2,3
"61735S",6,1
"61736H",2,3
"61738F",3,2
"61739Q",5,3
"61750G",7,3
"61751X",3,2
"61752P",14,3
"61757C",8,2
"61767A",6,18
"61769K",2,3
"61771S",3,1
"61773E",8,14
"61777X",3,6
"61778P",3,2
"61784S",2,1
"61792H",8,3
"61794Q",1,3
"61802K",5,3
"61805M",2,6
"61808O",1,3
"61810X",3,6
"61813A",5,2
"61817U",5,3
"61820V",8,3
"61824S",6,5
"61826E",6,8
"61827V",5,2
"61828N",5,6
"61843S",8,2
"61844O",5,6
"61845H",5,6
"61852Z",10,1
"61853Q",2,3
"61854O",6,2
"61857L",1,3
"61859Z",5,6
"61861K",7,4
"61862W",2,1
"61865W",2,7
"61867O",2,4
"61868H",2,6
"61875C",3,8
"61876O",6,1
"61878H",3,6
"61880L",3,5
"61882A",4,3
"61885A",2,3
"61886R",8,5
"61889H",2,18
"61891X",6,3
"61896H",5,18
"61899O",2,6
"61909V",2,6
"61912W",1,3
"61913O",4,1
"61915Z",6,3
"61916Q",6,4
"61918E",6,2
"61923E",5,6
"61926H",14,3
"61927E",3,6
"61931R",8,7
"61935U",2,6
"61940G",3,4
"61942P",6,7
"61946K",3,4
"61950E",1,3
"61952N",2,3
"61954X",2,4
"61957A",2,6
"61962L",4,3
"61966G",8,2
"61969I",3,6
"61972J",2,1
"61976E",6,2
"61981O",16,6
"61983Z",6,3
"61984Q",3,2
"61990U",2,3
"61993W",12,4
"61994O",4,2
"61996Z",2,1
"61997Q",2,3
"61998J",2,5
"62000K",2,6
"62002U",4,2
"62004F",6,3
"62008Z",3,2
"62009Q",4,2
"62010I",8,2
"62013K",5,3
"62015U",12,4
"62017F",6,5
"62018W",2,6
"62024A",6,2
"62031M",6,3
"62033G",12,2
"62035P",6,8
"62039K",3,6
"62043A",1,7
"62046X",5,7
"62052B",3,2
"62053S",2,3
"62056V",7,5
"62059X",7,2
"62060O",6,2
"62061H",3,9
"62064J",14,3
"62069E",6,1
"62080R",3,2
"62081H",3,2
"62083U",6,4
"62084O",6,8
"62089O",3,2
"62091K",2,18
"62097J",6,3
"62106U",3,2
"62107M",3,14
"62110N",16,3
"62111G",6,3
"62112B",4,3
"62115U",1,8
"62117L",5,6
"62123S",4,6
"62124L",6,16
"62126H",2,10
"62129P",3,6
"62134B",3,8
"62138R",6,1
"62140B",2,1
"62151U",2,3
"62156H",8,3
"62158Q",3,14
"62162K",2,3
"62165G",3,10
"62176V",10,3
"62177N",6,10
"62182G",1,6
"62194N",3,1
"62197P",1,6
"62208Q",5,3
"62209G",6,2
"62214L",5,3
"62219J",3,6
"62220R",3,6
"62222I",5,6
"62227U",6,2
"62229F",2,6
"62231G",9,5
"62235I",6,2
"62241L",3,12
"62243V",12,18
"62249P",3,14
"62250Z",17,3
"62254S",3,17
"62256L",14,18
"62257E",14,18
"62261F",3,11
"62263O",18,11
"62269L",3,2
"62273O",12,18
"62277Z",3,18
"62279J",3,14
"62280A",14,18
"62283M",12,18
"62288Z",12,18
"62289H",14,3
"62306G",14,18
"62314S",14,1
"62315L",14,18
"62325Q",18,11
"62332Q",18,4
"62335Q",2,3
"62336E",14,18
"62337M",14,18
"62340C",12,18
"62342U",18,17
"62361P",12,18
"62362G",18,17
"62366A",18,11
"62369C",11,17
"62377J",1,7
"62378A",3,18
"62380P",8,6
"62397N",3,12
"62442V",12,18
"62447G",3,11
"62449P",18,11
"62466L",12,18
"62467X",6,2
"62476J",12,18
"62480C",12,18
"62488Z",18,17
"62495C",3,14
"62496U",17,6
"62500E",10,12
"62505G",14,12
"62512B",14,18
"62513L",14,17
"62523Q",14,18
"62527L",14,18
"62535J",12,18
"62539S",14,3
"62546O",3,14
"62552R",3,14
"62554M",12,18
"62556W",12,18
"62558W",14,3
"62561X",14,3
"62565C",12,18
"62576R",18,12
"62577R",18,17
"62579U",18,12
"62582V",12,18
"62586P",12,18
"62599P",12,18
"62600M",1,12
"62602U",18,11
"62603O",12,18
"62607J",1,6
"62609S",2,6
"62610K",3,2
"62613K",3,11
"62614U",1,14
"62619Q",12,18
"62620I",12,18
"62628M",11,18
"62630G",12,18
"62631N",14,3
"62639C",14,18
"62641L",14,18
"62650N",1,8
"62656A",15,18
"62659C",3,18
"62676Q",14,18
"62677J",14,18
"62682F",12,18
"62690R",3,12
"62700L",11,18
"62708R",17,3
"62714E",14,18
"62716X",12,18
"62719P",3,14
"62722B",14,8
"62723J",1,14
"62738X",14,18
"62751R",3,18
"62782E",14,3
"62785P",12,18
"62786I",14,12
"62797X",12,18
"62811U",1,12
"62813F",12,18
"62814Q",2,14
"62816E",2,14
"62840S",18,11
"62846X",3,11
"62850S",1,12
"62855G",12,18
"62860O",11,14
"62869N",12,14
"62881U",3,10
"62886Q",12,18
"62899H",14,18
"62900N",12,18
"62901V",14,3
"62910B",12,3
"62914Q",14,18
"62919I",12,3
"62920Z",3,14
"62932H",3,14
"62935S",12,18
"62940U",14,18
"62951C",17,18
"62953M",17,18
"62954M",14,18
"62966F",12,18
"62980L",3,14
"62982G",12,18
"62988A",14,11
"63008N",3,14
"63010W",3,14
"63017E",12,18
"63035O",12,18
"63044O",14,18
"63058M",12,18
"63062V",11,18
"63068A",3,14
"63070J",3,18
"63071S",11,3
"63073E",14,18
"63074V",6,3
"63076X",12,18
"63078G",18,11
"63080Q",2,1
"63084B",14,3
"63088G",3,18
"63102R",7,14
"63111I",4,2
"63128C",12,18
"63135N",3,18
"63143B",14,3
"63144B",3,11
"63150H",12,18
"63155S",12,18
"63161M",14,18
"63168Q",18,11
"63174N",2,5
"63175B",2,18
"63177S",3,18
"63178Q",12,18
"63179J",18,12
"63182R",17,18
"63186C",11,18
"63188O",12,18
"63192X",3,14
"63193P",3,14
"63196C",12,18
"63202L",12,18
"63210O",12,18
"63213Z",3,11
"63219V",4,3
"63232U",14,3
"63239Q",14,18
"63243U",12,18
"63248W",14,3
"63251X",14,3
"63257C",2,12
"63259M",12,14
"63262X",12,18
"63264I",12,18
"63271E",12,3
"63272V",14,12
"63281B",12,18
"63282J",3,6
"63300A",3,14
"63305U",11,3
"63322I",2,7
"63334N",12,14
"63340Q",14,18
"63342J",11,18
"63344S",18,11
"63361F",3,14
"63383K",14,3
"63395R",14,18
"63396R",18,11
"63400J",14,3
"63401J",18,11
"63409A",3,4
"63412E",10,4
"63414L",2,6
"63416V",5,3
"63418G",3,2
"63433G",5,2
"63434H",12,18
"63437J",12,18
"63443C",14,3
"63447W",14,1
"63449Q",12,18
"63453R",17,18
"63460E",18,11
"63465I",3,14
"63466M",3,1
"63467C",7,2
"63469H",14,18
"63472E",12,14
"63480Q",12,14
"63481J",14,3
"63484L",14,18
"63486V",11,18
"63487R",14,18
"63489I",12,18
"63490Z",12,18
"63492H",18,11
"63499V",11,18
"63506W",3,14
"63515H",14,18
"63518F",3,14
"63519W",14,18
"63520N",14,18
"63521G",14,3
"63522X",6,14
"63530S",11,3
"63533N",3,14
"63534G",14,3
"63537I",3,14
"63543S",11,3
"63549P",14,18
"63551Z",12,14
"63552Q",12,18
"63555S",2,14
"63563Q",18,12
"63567L",12,18
"63584R",2,3
"63592E",3,18
"63594C",12,18
"63602J",3,10
"63606N",18,11
"63612Q",18,11
"63613L",12,3
"63615S",3,11
"63616L",11,18
"63618V",11,18
"63619N",14,11
"63625S",14,12
"63630V",1,2
"63631U",3,18
"63633F",18,11
"63635Z",3,17
"63639J",18,11
"63652I",5,6
"63656Z",14,18
"63667K",3,14
"63670M",3,5
"63678A",3,14
"63686N",3,14
"63690I",5,3
"63691J",1,3
"63696S",18,11
"63698E",11,18
"63702F",12,18
"63708H",3,11
"63711A",3,18
"63713K",11,18
"63718O",17,18
"63723I",12,3
"63725R",3,18
"63729I",14,18
"63734I",3,18
"63738K",14,17
"63740G",14,18
"63754E",12,18
"63756N",12,6
"63758N",3,14
"63759N",6,18
"63764Z",3,11
"63765F",14,18
"63769F",5,3
"63771Q",14,18
"63773B",2,1
"63774Z",3,6
"63787S",14,18
"63792R",14,17
"63795M",12,6
"63800B",18,11
"63802N",3,18
"63804X",11,12
"63817X",12,18
"63818G",14,3
"63826P",2,1
"63849Z",6,11
"63853G",14,3
"63864K",12,18
"63870V",3,17
"63871N",17,18
"63878R",14,3
"63883I",14,18
"63889P",18,11
"63891Z",14,11
"63894B",11,18
"63897I",8,3
"63899N",14,18
"63901F",12,18
"63910K",18,12
"63913K",18,11
"63926C",3,14
"63934A",12,18
"63938R",18,11
"63942E",11,14
"63946G",3,11
"63947U",18,14
"63957O",5,18
"63961Q",12,3
"63963B",6,3
"63964S",12,18
"63966S",14,18
"63967P",14,18
"63979B",18,11
"63981K",3,11
"63985S",1,18
"63987Q",12,18
"63998W",14,3
"63999Z",12,18
"64005R",17,3
"64016R",15,17
"64017W",6,1
"64018O",1,2
"64034S",3,18
"64036E",18,11
"64048F",2,1
"64053Z",3,12
"64062F",12,18
"64068J",6,8
"64069B",4,2
"64072W",14,18
"64073G",14,18
"64077O",3,18
"64078W",3,14
"64081G",18,11
"64084F",14,18
"64089U",18,11
"64090L",18,11
"64119P",3,6
"64124J",14,4
"64125B",3,6
"64129J",3,5
"64137E",7,3
"64139Z",6,17
"64141P",12,18
"64142P",18,11
"64143E",8,5
"64150Q",14,18
"64154X",11,1
"64155G",3,10
"64166S",14,18
"64170B",3,12
"64172G",14,18
"64173O",3,18
"64174H",14,18
"64187U",3,5
"64193S",14,18
"64196V",14,18
"64197J",3,14
"64199G",4,3
"64215H",2,7
"64220P",14,18
"64223R",14,6
"64225G",18,11
"64229Z",7,3
"64230S",8,2
"64243F",8,3
"64245S",3,14
"64247N",4,2
"64255R",2,1
"64256S",3,8
"64263O",3,2
"64265S",1,6
"64280C",14,18
"64282M",14,18
"64285G",14,18
"64286M",12,18
"64288I",14,18
"64289O",12,18
"64293I",12,18
"64294L",6,18
"64295M",14,18
"64308R",6,14
"64312Q",12,18
"64318V",18,12
"64321F",17,18
"64322O",12,3
"64327J",3,18
"64328B",17,18
"64334W",6,12
"64349H",12,18
"64360V",3,12
"64369K",11,17
"64370B",17,18
"64373E",17,3
"64378P",3,17
"64379I",17,18
"64381Q",17,3
"64390W",18,17
"64391O",18,17
"64397S",6,18
"64402C",12,18
"64403C",3,18
"64409S",18,14
"64419W",1,3
"64428C",1,3
"64431G",3,18
"64436H",2,1
"64458N",2,6
"64459K",1,8
"64496U",2,6
"64522H",3,4
"64528X",2,6
"64532Z",3,8
"64533Q",3,6
"64607E",7,3
"64624S",3,5
"64626F",14,18
"64628W",3,18
"64634P",2,7
"64636I",6,3
"64653B",18,12
"64656W",3,2
"64657N",7,2
"64658K",8,6
"64659G",4,6
"64662E",8,2
"64670W",6,4
"64673Q",14,18
"64674J",14,18
"64675B",14,3
"64679Q",3,14
"64682A",8,1
"64686Z",4,18
"64687Q",6,4
"64692W",4,3
"64696W",3,4
"64700S",4,2
"64701G",3,8
"64702W",5,8
"64706N",14,18
"64718G",10,3
"64722Z",1,3
"64724L",4,1
"64735B",4,18
"64737J",2,4
"64738E",4,3
"64741F",4,18
"64743O",4,2
"64754A",11,18
"64759L",6,3
"64761X",3,2
"64766M",4,18
"64768R",18,11
"64779K",4,2
"64780X",8,3
"64783G",2,3
"64790B",18,4
"64794S",6,3
"64804Q",3,2
"64807V",7,8
"64821I",1,3
"64829H",3,4
"64834K",8,6
"64839P",3,10
"64847R",4,3
"64848I",1,3
"64849C",3,8
"64854C",2,1
"64865V",6,1
"64867N",3,4
"64870S",1,3
"64876N",9,7
"64880F",6,2
"64881C",1,6
"64887H",4,3
"64890F",3,2
"64891C",4,18
"64892R",2,6
"64894F",3,6
"64898Z",5,8
"64899Q",1,3
"64902P",2,3
"64906R",14,3
"64914G",4,18
"64918A",6,3
"64919R",3,6
"64920J",4,3
"64928X",1,4
"64933S",3,18
"64934B",4,14
"64936J",1,2
"64939C",8,1
"64946H",3,1
"64950A",5,2
"64954W",3,4
"64956H",3,18
"64957N",1,18
"64969V",1,3
"64970H",14,18
"64971P",4,18
"64974P",6,2
"64981L",2,6
"64987N",2,5
"64996V",2,6
"64997K",3,6
"65000H",2,1
"65006L",18,3
"65007E",4,6
"65008R",2,7
"65011W",6,8
"65014Z",6,2
"65017R",2,5
"65019E",9,3
"65025Q",2,3
"65026H",4,3
"65037W",3,4
"65038O",12,18
"65040A",6,4
"65041P",6,2
"65043C",6,18
"65055K",3,18
"65058M",4,3
"65064E",3,14
"65067N",18,11
"65068I",2,1
"65076V",18,12
"65096Q",4,3
"65100H",14,1
"65101C",14,18
"65106O",3,14
"65108M",17,18
"65111I",4,18
"65116R",12,18
"65125O",2,3
"65128U",9,18
"65132S",6,1
"65134G",4,3
"65138R",14,18
"65142O",3,5
"65148L",14,3
"65150Z",14,18
"65151Z",8,3
"65153J",4,18
"65156E",2,1
"65164Z",4,18
"65165C",10,3
"65178W",18,17
"65180O",5,14
"65181X",14,17
"65185R",17,18
"65186K",3,17
"65190E",3,17
"65192N",17,18
"65196I",3,18
"65197A",6,17
"65199O",16,18
"65206O",14,18
"65210Q",14,18
"65216V",18,14
"65218G",14,18
"65221H",14,18
"65225H",2,6
"65228J",3,6
"65236U",18,11
"65238F",3,18
"65239W",18,11
"65241G",18,11
"65249U",18,11
"65250L",18,11
"65255L",12,18
"65256E",14,18
"65258N",3,14
"65260W",14,18
"65263V",3,18
"65264Q",3,14
"65266B",14,18
"65267S",14,18
"65268L",14,3
"65269P",18,11
"65270H",3,11
"65273W",3,18
"65286G",14,18
"65292J",14,18
"65299L",18,12
"65308W",12,18
"65310G",12,18
"65325P",6,2
"65326I",12,18
"65331S",4,18
"65338P",3,18
"65350W",12,18
"65351O",18,12
"65394I",3,5
"65400Q",6,2
"65405G",4,18
"65407K",7,3
"65418P",6,2
"65427C",5,6
"65431A",11,18
"65434H",4,3
"65435W",1,6
"65468O",1,3
"65469F",14,3
"65470B",1,4
"65486V",3,7
"65513A",2,3
"65581U",18,14
"65584C",5,2
"65585U",18,4
"65590I",3,6
"65603Z",2,8
"65606F",5,3
"65611M",10,2
"65613Z",6,3
"65617G",4,3
"65623J",1,6
"65634Z",4,2
"65635O",2,1
"65639L",4,3
"65640C",2,6
"65649J",4,3
"65791G",14,18
"65803U",14,5
"65818P",3,6
"65819G",8,6
"65821Q",4,3
"65822H",2,3
"65824S",3,6
"65825J",12,3
"65830W",4,3
"65832F",12,2
"65838L",3,2
"65842C",12,8
"65856W",10,4
"65858H",6,8
"65861I",6,3
"65862A",12,6
"65871G",8,2
"65872X",4,8
"65876R",3,8
"65879U",3,6
"65884G",2,6
"65887I",4,8
"65888A",6,2
"65890J",3,4
"65891B",4,1
"65894E",6,2
"65903M",1,3
"65905Z",12,3
"65913K",4,3
"65917F",1,4
"65922P",12,6
"65932K",9,2
"65976L",2,18
"66266Q",12,4
"66299K",5,6
"66382P",2,5
"66406L",1,6
"66408F",12,2
"66515L",3,2
"66556R",2,6
"66587G",4,3
"66591Q",14,18
"66596E",14,18
"66598N",3,9
"66799X",14,18
"66802F",14,18
"66803W",3,14
"66804O",14,18
"66806Z",14,18
"66807Q",14,18
"66810R",14,18
"66854J",10,2
"66862W",12,3
"66868U",3,5
"66896K",4,3
"66904E",6,2
"66925Q",4,3
"66929L",12,5
"66949X",1,2
"66954R",2,6
"66957W",5,6
"66962G",6,2
"66967R",4,2
"66974N",3,2
"66975G",3,6
"66979U",8,6
"66986P",2,1
"67004Z",4,3
"67322L",3,2
"67324V",12,4
"67325N",4,3
"67326G",4,3
"67340W",18,4
"67348L",18,14
"67542S",2,1
"67569Q",4,2
"67594X",9,3
"67873L",3,4
"67874E",4,3
"67876N",3,16
"68057O",10,2
"68076R",14,2
"68161S",6,4
"68167V",14,3
"68179E",4,2
"68180U",2,3
"68181M",4,3
"68296I",3,18
"68331S",1,18
"68340V",5,6
"68758R",1,5
"68827P",3,7
"68838G",4,2
"68862U",4,3
"68871C",1,4
"68902C",10,3
"68903P",10,2
"68904B",4,6
"68906B",14,12
"69044Z",14,3
"69126K",18,3
"69184F",18,1
"69200K",18,3
"69225W",18,3
"69396Q",18,1
"97843J",1,18
"97849N",1,18
"97858S",6,1
"97869J",8,1
"97879H",1,18
"97882I",8,1
"97886C",1,3
"97891N",6,1
"97894P",1,3
"97895I",1,2
"97898K",2,1
"97908N",3,1
"97912H",8,1
"97916B",1,2
"97920U",6,2
"97921M",1,18
"97925H",6,1
"97931K",1,6
"97934M",1,6
"97937O",1,6
"97941I",2,1
"97942A",5,1
"97949W",1,6
"97950N",6,1
"97964G",1,3
"97971B",1,2
"97974E",2,1
"97984B",2,18
"97988V",15,1
"97993H",1,8
"97996J",1,2
"98002F",1,7
"98003W",3,1
"98036R",1,2
"98039U",2,1
"98041E",2,1
"98053L",1,2
"98056N",2,1
"98057G",3,1
"98059P",6,1
"98065S",1,6
"98069N",3,1
"98070F",6,1
"98085O",2,1
"98093C",1,15
"98101V",1,18
"98104X",1,4
"98118P",2,1
"98126E",18,1
"98132H",2,1
"98148J",2,1
"98151K",3,1
"98154M",2,1
"98155F",1,2
"98160P",1,6
"98161I",18,1
"98164K",1,18
"98167M",1,3
"98171G",8,1
"98176R",2,1
"98178C",2,1
"98180L",3,1
"98185X",2,3
"98201F",2,3
"98212U",1,3
"98216O",3,1
"98220I",6,1
"98234A",8,3
"98245P",2,18
"98246I",16,18
"98247A",3,1
"98248R",3,1
"98254V",2,1
"98257X",1,18
"98261Q",8,1
"98266E",2,1
"98269G",2,3
"98270W",1,18
"98271O",1,2
"98272H",4,11
"98273Z",1,3
"98278L",6,1
"98280U",6,1
"98295F",1,8
"98297O",1,8
"98300V",1,3
"98309C",6,2
"98314N",18,2
"98315G",1,6
"98316X",1,6
"98320Q",2,1
"98322B",2,1
"98332Z",1,3
"98341F",2,1
"98346Q",1,2
"98349S",1,6
"98350K",2,1
"98351C",6,1
"98352U",1,3
"98354F",6,1
"98357H",18,1
"98379M",2,1
"98380E",3,18
"98382N",1,18
"98385P",1,2
"98386I",1,3
"98387A",1,8
"98388R",1,18
"98391S",18,1
"98392L",14,1
"98404Z",8,1
"98426F",1,14
"98433A",1,2
"98447R",14,1
"98448K",5,1
"98458I",1,6
"98460Q",1,6
"98461J",3,1
"98468G",18,1
"98471H",3,1
"98476S",1,6
"98490K",1,18
"98495W",18,1
"98496O",1,2
"98499Q",1,18
"98500N",1,18
"98505A",1,2
"98511E",6,1
"98528X",3,1
"98529P",1,2
"98532Q",6,1
"98533J",3,1
"98540F",18,1
"98569H",1,18
"98578M",1,18
"98586A",2,18
"98588K",1,14
"98590S",1,18
"98593V",1,18
"98596X",1,18
"98598I",1,18
"98608L",1,18
"98613W",1,18
"98616Z",6,18
"98617Q",1,18
"98618J",1,18
"98619B",2,1
"98626W",14,18
"98633R",1,18
"98638F",6,1
"98641G",1,18
"98644I",18,2
"98645A",6,18
"98675S",1,18
"98700G",6,18
"98731Q",1,18
"98745J",1,18
"98758J",6,18
"98760R",1,16
"98762C",1,18
"98769Z",6,18
"98772A",1,3
"98775C",1,2
"98779W",1,18
"98780N",1,18
"98793N",8,18
"98827H",1,18
"98836M",1,18
"98844A",1,18
"98862L",5,6
"98880W",1,18
"98883Z",2,18
"98909F",1,18
"98910V",1,18
"98914P",1,18
"98930Q",1,18
"98948E",1,18
"98949V",2,18
"98960K",2,18
"98965W",2,18
"98977F",1,18
"98979O",14,1
"98998R",1,18
"98999K",1,3
"99007P",1,2
"99013S",18,3
"99026S",2,18
"99035Z",1,18
"99046O",1,18
"99048Z",1,18
"99069M",2,18
"99084V",8,18
"99085N",8,1
"99092J",1,18
"99096E",2,18
"99099G",2,18
"99102M",1,18
"99110A",3,18
"99119H",1,18
"99137R",2,6
"99139C",1,2
"99154L",1,18
"99168E",1,18
"99175Z",1,18
"99177J",2,1
"99178B",1,18
"99196M",8,18
"99212S",1,18
"99215V",14,18
"99225S",2,18
"99240C",1,18
"99241U",2,18
"99242M",1,2
"99248Q",2,18
"99268M",6,18
"99274P",1,7
"99281L",18,1
"99282E",1,18
"99286X",1,18
"99294L",1,18
"99297N",3,2
"99303W",1,18
"99306Z",1,18
"99312C",8,18
"99314M",2,18
"99318H",1,18
"99333P",1,18
"99334I",1,18
"99338C",1,18
"99355V",18,1
"99357G",1,2
"99358X",1,18
"99365S",18,2
"99376J",1,18
"99424S",1,18
"99443W",1,18
"99484G",1,18
"99485X",1,18
"99486P",1,18
"99493L",1,18
"99494E",1,18
"99502W",1,18
"99504H",1,18
"99518Z",1,18
"99519Q",1,18
"99523K",1,18
"99527F",1,18
"99529O",1,18
"99535R",1,18
"99546I",1,18
"99558P",18,1
"99559I",1,18
"99564S",1,18
"99569G",1,6
"99572H",1,18
"99579E",1,18
"99582F",1,18
"99590R",1,18
"99594M",2,18
"99599Z",1,18
"99602G",1,18
"99606A",1,18
"99610S",1,18
"99613V",18,3
"99628G",1,18
"99630O",1,18
"99637L",1,18
"99654F",1,18
"99655W",1,18
"99658Z",2,1
"99671X",1,18
