"Permit.Number","Orig","Dest"
"61033E",6,3
"61038P",2,3
"61042J",3,6
"61048N",6,3
"61049G",3,6
"61050W",3,2
"61057S",3,18
"61062F",6,3
"61071K",2,3
"61101J",2,6
"61103S",3,14
"61106V",3,2
"61112Z",3,8
"61117L",3,6
"61119V",3,6
"61124H",3,6
"61128F",14,2
"61129U",3,6
"61131G",12,1
"61132X",6,8
"61134U",1,3
"61136J",5,3
"61137K",4,5
"61138A",5,6
"61139R",5,2
"61140L",8,3
"61149O",6,3
"61153I",3,6
"61156K",3,2
"61160E",3,6
"61161V",6,3
"61170C",6,8
"61172M",6,5
"61178P",3,6
"61181U",2,6
"61184U",5,3
"61187W",5,3
"61197S",3,8
"61201R",3,6
"61209B",2,1
"61214P",2,3
"61220S",8,1
"61227M",5,6
"61228N",4,3
"61231Q",3,4
"61232B",3,8
"61234L",3,6
"61235G",6,3
"61240O",14,1
"61247L",3,8
"61252C",2,8
"61253W",3,1
"61256Z",4,10
"61262U",6,3
"61263O",3,6
"61270F",5,6
"61271A",3,5
"61273K",8,2
"61275U",8,6
"61279W",3,2
"61280N",2,4
"61281G",8,14
"61291B",4,2
"61293L",4,6
"61294E",3,6
"61304E",3,6
"61315W",4,3
"61321A",4,2
"61323K",4,3
"61325U",12,2
"61326M",4,3
"61328W",3,14
"61334A",3,6
"61340E",4,2
"61341V",3,2
"61342N",4,8
"61354M",5,2
"61356G",1,2
"61357X",2,3
"61358P",4,5
"61362J",2,3
"61365C",6,5
"61367V",6,2
"61369I",3,6
"61371O",2,3
"61374Q",2,1
"61379E",4,2
"61381M",5,2
"61382F",2,3
"61383W",3,6
"61384O",4,2
"61385H",2,3
"61386Z",12,4
"61387Q",5,2
"61388G",3,2
"61392C",4,2
"61395F",4,3
"61397O",2,6
"61398H",1,2
"61400R",3,6
"61407R",3,1
"61416O",5,1
"61423P",3,7
"61425E",4,12
"61427N",2,6
"61430O",4,6
"61434J",8,2
"61435B",3,8
"61437I",14,3
"61446S",3,6
"61448X",10,3
"61451C",2,4
"61452U",8,2
"61461M",1,2
"61468U",6,5
"61472M",3,6
"61474R",7,2
"61479M",4,2
"61489I",5,2
"61490V",10,3
"61493E",2,6
"61495P",9,3
"61496I",3,8
"61497X",12,17
"61498P",6,5
"61500Z",3,14
"61507E",2,3
"61508S",2,4
"61511W",7,6
"61513H",4,1
"61514Z",2,4
"61521M",6,3
"61525J",3,6
"61534R",6,14
"61537R",5,2
"61551X",2,1
"61556R",3,11
"61557M",6,3
"61562B",2,3
"61564E",7,3
"61565E",6,3
"61568W",6,13
"61570O",8,2
"61573Q",11,18
"61590W",1,2
"61597Z",9,2
"61601C",6,3
"61604C",2,1
"61606M",2,1
"61607M",1,2
"61612R",3,18
"61618Q",6,1
"61622S",2,3
"61624A",14,3
"61628K",2,1
"61629P",12,2
"61638R",3,18
"61640F",1,3
"61643E",7,3
"61650Z",3,6
"61651Q",2,7
"61652J",7,3
"61653B",9,3
"61656E",2,6
"61663Z",7,6
"61664Q",7,6
"61672I",2,1
"61675V",6,3
"61677G",10,2
"61686Q",1,6
"61688B",1,8
"61691C",1,3
"61692U",2,1
"61693M",6,1
"61701G",3,1
"61703P",6,1
"61705G",2,3
"61707P",3,18
"61708E",2,7
"61712F",12,4
"61731I",8,2
"61732Q",3,1
"61733E",2,3
"61735S",2,6
"61739Q",3,5
"61742R",3,2
"61747F",6,3
"61748W",6,8
"61750G",8,7
"61751X",14,3
"61752P",3,14
"61761V",3,2
"61763G",8,6
"61765P",5,3
"61767A",3,6
"61770B",6,3
"61772L",6,3
"61789G",2,3
"61792H",3,8
"61794Q",3,1
"61795J",3,6
"61802K",3,5
"61805M",8,2
"61808O",3,1
"61809H",3,8
"61810X",8,3
"61813A",8,5
"61820V",3,8
"61824S",5,6
"61826E",3,6
"61827V",2,5
"61831O",5,2
"61832H",2,1
"61837S",6,5
"61844O",3,5
"61845H",6,5
"61852Z",1,10
"61875C",2,3
"61876O",1,6
"61886R",3,8
"61891X",3,6
"61897K",6,3
"61899O",7,2
"61900G",8,1
"61901J",3,7
"61904A",6,1
"61906S",6,2
"61908X",6,1
"61909V",14,2
"61912W",3,1
"61915Z",2,6
"61919S",1,8
"61922M",7,6
"61923E",2,5
"61926H",7,14
"61930F",6,3
"61931R",7,8
"61935U",10,2
"61937F",4,2
"61938W",3,6
"61939O",6,2
"61941X",3,2
"61943I",12,1
"61945R",8,2
"61946K",4,3
"61948U",4,3
"61950E",9,1
"61954X",8,2
"61960B",8,2
"61964V",4,2
"61965N",4,18
"61975L",4,2
"61979G",6,2
"61981O",3,16
"61997Q",6,2
"61998J",1,2
"62000K",6,2
"62002U",2,4
"62005W",14,2
"62011A",3,6
"62016M",2,3
"62017F",3,6
"62018W",3,2
"62019O",3,14
"62020G",3,4
"62021X",2,1
"62024A",2,6
"62031M",1,6
"62033G",3,12
"62038R",8,2
"62039K",6,3
"62040B",3,6
"62043A",9,1
"62046X",3,5
"62049A",2,7
"62050Q",2,9
"62052B",2,3
"62055E",7,3
"62056V",2,7
"62058G",7,3
"62068L",8,2
"62069E",4,6
"62075W",6,3
"62083U",3,6
"62088W",6,3
"62098B",3,2
"62101G",1,2
"62110N",3,16
"62111G",3,6
"62116S",5,2
"62117L",6,5
"62121X",3,1
"62122P",3,5
"62130H",3,6
"62133M",5,1
"62136Q",6,3
"62138R",1,6
"62140B",5,2
"62144Z",3,14
"62158Q",6,3
"62165G",10,3
"62170Q",2,10
"62171J",5,10
"62172B",2,10
"62176V",3,10
"62177N",2,6
"62179F",3,1
"62191L",2,1
"62193V",1,2
"62194N",10,3
"62195G",6,2
"62198I",2,18
"62203Z",6,1
"62207S",6,1
"62208Q",12,5
"62209G",2,6
"62210Z",3,13
"62211O",3,2
"62216H",8,18
"62218Q",3,4
"62219J",14,3
"62222I",6,5
"62224O",3,8
"62229F",4,2
"62231G",3,9
"62235I",3,6
"62236Q",2,1
"62241L",12,3
"62247P",12,18
"62249P",14,3
"62254S",17,3
"62258V",14,3
"62265X",6,3
"62266S",3,4
"62272N",2,5
"62277Z",14,3
"62290I",12,4
"62325Q",11,18
"62333J",3,6
"62335Q",6,2
"62342U",17,18
"62351R",12,18
"62362G",17,18
"62366A",11,18
"62379Z",3,7
"62383V",4,2
"62397N",12,3
"62447G",11,3
"62449P",11,18
"62467X",14,6
"62488Z",17,18
"62493R",14,18
"62496U",6,17
"62500E",4,10
"62513L",17,14
"62546O",14,3
"62550I",17,14
"62552R",14,3
"62557F",2,14
"62576R",12,18
"62577R",17,18
"62579U",12,18
"62600M",12,1
"62601U",11,3
"62605O",14,3
"62606E",2,1
"62610K",1,3
"62614U",14,1
"62617H",12,18
"62626K",17,18
"62636K",6,12
"62650N",8,1
"62651L",2,3
"62659C",14,3
"62667L",1,14
"62678L",12,3
"62690R",12,3
"62697F",14,18
"62718I",12,3
"62719P",10,3
"62720L",6,3
"62722B",4,14
"62723J",14,1
"62724I",7,3
"62725A",8,3
"62731W",3,14
"62742F",17,18
"62746Q",6,2
"62751R",12,3
"62752C",17,18
"62757H",8,2
"62786I",12,14
"62792L",12,3
"62808S",12,18
"62811U",12,1
"62814Q",1,2
"62816E",7,2
"62824U",12,18
"62831K",14,18
"62840S",11,18
"62842G",4,18
"62846X",11,3
"62850S",12,1
"62856N",6,14
"62866E",3,18
"62869N",14,12
"62877L",2,3
"62880C",6,1
"62881U",10,3
"62891C",12,18
"62910B",14,12
"62912L",12,3
"62919I",17,12
"62920Z",14,3
"62926E",3,14
"62932H",14,3
"62947Z",11,18
"62972I",12,18
"62974I",3,14
"62980L",14,3
"63008N",14,3
"63015S",12,18
"63027B",12,18
"63047U",11,3
"63055A",14,3
"63060S",11,18
"63062V",14,11
"63068A",14,3
"63070J",14,3
"63073E",17,14
"63088G",12,3
"63097G",6,14
"63102R",3,7
"63106W",14,12
"63118U",14,18
"63120E",3,14
"63128C",4,12
"63135N",14,3
"63144B",11,3
"63152Q",6,18
"63156B",3,14
"63161M",12,14
"63164O",14,12
"63166Z",11,14
"63168Q",11,18
"63171K",3,14
"63174N",5,2
"63176W",3,14
"63177S",14,3
"63179J",12,18
"63192X",14,3
"63198M",12,18
"63213Z",11,3
"63214Q",11,18
"63219V",14,4
"63222O",6,18
"63224H",14,3
"63238Z",14,18
"63239Q",12,14
"63259M",14,12
"63262X",14,12
"63266A",17,18
"63282J",14,3
"63283L",4,12
"63284S",14,18
"63294B",12,18
"63297S",11,14
"63300A",14,3
"63314A",11,18
"63321N",12,14
"63322I",6,2
"63325J",5,2
"63334N",14,12
"63341B",3,18
"63344S",11,18
"63352Z",3,14
"63353Q",14,11
"63358V",3,17
"63361F",14,3
"63371M",3,14
"63372Z",2,1
"63388W",14,3
"63396R",11,18
"63401J",11,18
"63409A",4,3
"63412E",4,10
"63413S",3,4
"63414L",4,2
"63416V",3,5
"63427L",12,18
"63429E",14,18
"63431M",17,18
"63433G",1,5
"63439S",12,18
"63444U",14,18
"63460E",11,18
"63465I",14,3
"63467C",3,7
"63472E",14,12
"63476X",14,12
"63480Q",14,12
"63486V",3,11
"63492H",11,18
"63497V",12,18
"63503U",10,14
"63506W",14,3
"63509Q",17,18
"63513C",12,18
"63516F",12,18
"63527R",4,11
"63534G",11,14
"63554B",12,14
"63558V",14,18
"63564J",3,12
"63575Z",12,18
"63576Q",12,18
"63579J",14,18
"63581R",14,3
"63583M",6,2
"63584R",10,2
"63587H",3,2
"63588O",11,14
"63600L",12,3
"63602J",10,3
"63606N",11,18
"63612Q",11,18
"63615S",11,3
"63619N",11,14
"63625S",8,14
"63629N",2,3
"63633F",11,18
"63637V",14,3
"63639J",11,18
"63641U",12,18
"63645M",11,18
"63648N",2,3
"63658O",12,3
"63664R",12,18
"63676P",14,18
"63678A",14,3
"63686N",14,3
"63690I",6,5
"63691J",4,1
"63692B",3,2
"63696S",11,18
"63703M",12,14
"63707Q",12,18
"63708H",11,3
"63711A",9,3
"63714C",11,18
"63716M",14,11
"63723I",14,12
"63728M",17,18
"63731V",14,18
"63734I",12,3
"63735M",2,1
"63736A",17,18
"63742H",14,3
"63745V",11,18
"63752S",12,18
"63759N",11,6
"63767U",13,5
"63772J",2,1
"63776E",14,18
"63778B",3,17
"63781G",6,14
"63784W",12,18
"63785M",3,11
"63786B",6,14
"63793K",3,18
"63796M",17,18
"63800B",11,18
"63804X",12,11
"63821Q",12,18
"63836B",12,18
"63840C",17,18
"63842M",17,18
"63845H",12,18
"63846H",17,3
"63849Z",11,6
"63855M",17,18
"63857M",11,18
"63859K",14,6
"63860B",3,14
"63870V",17,3
"63873X",3,17
"63876I",3,14
"63877A",14,18
"63878R",3,14
"63889P",11,18
"63891Z",3,14
"63894B",6,11
"63903O",12,18
"63904B",14,18
"63905Z",12,18
"63910K",12,18
"63935A",3,17
"63936F",8,1
"63937S",2,1
"63938R",11,18
"63939U",17,18
"63947U",14,18
"63948I",3,14
"63963B",12,6
"63969Q",14,18
"63979B",11,18
"63981K",11,3
"63985S",8,1
"63995F",12,18
"63997F",3,18
"64000I",12,18
"64005R",11,17
"64006C",11,14
"64016R",17,15
"64021R",6,7
"64029K",12,18
"64031J",14,18
"64033S",11,18
"64036E",11,18
"64038B",3,18
"64041X",10,18
"64046L",17,18
"64067Q",12,18
"64068J",4,6
"64070M",14,18
"64071F",14,18
"64077O",12,3
"64081G",3,18
"64087M",12,3
"64089U",17,18
"64090L",11,18
"64093N",11,18
"64100Z",7,18
"64101Z",14,3
"64104B",12,3
"64105E",2,5
"64106L",3,14
"64108A",14,18
"64110W",17,14
"64115V",14,18
"64117W",3,6
"64124J",4,14
"64125B",6,3
"64134B",7,3
"64139Z",1,6
"64142P",3,18
"64148O",3,7
"64153X",11,14
"64155G",10,3
"64156K",8,6
"64165P",3,10
"64168R",12,18
"64173O",14,3
"64177X",2,3
"64180Z",2,3
"64184S",12,18
"64187U",13,3
"64188M",5,13
"64207Q",14,18
"64212I",12,18
"64215H",8,2
"64216C",12,18
"64229Z",3,7
"64235W",2,3
"64237K",3,6
"64245S",14,3
"64254H",11,3
"64265S",2,1
"64278S",3,18
"64297N",6,14
"64298O",14,18
"64302N",14,3
"64303L",12,18
"64308R",14,6
"64310R",14,18
"64313Q",3,18
"64318V",12,18
"64319V",17,18
"64323H",12,18
"64335W",11,17
"64344U",12,18
"64348O",12,18
"64360V",12,3
"64365P",6,18
"64367A",3,17
"64375N",17,18
"64376G",17,18
"64390W",17,18
"64391O",17,18
"64397S",14,6
"64400M",3,8
"64401B",3,5
"64403C",17,3
"64409S",14,18
"64412C",4,18
"64413U",4,3
"64416W",4,3
"64418Z",5,3
"64419W",3,1
"64420L",11,18
"64425C",12,18
"64428C",3,1
"64431G",14,3
"64433H",5,18
"64443C",6,1
"64459K",3,1
"64522H",4,3
"64527G",6,2
"64529X",2,1
"64564C",5,2
"64572M",3,2
"64607E",3,7
"64636I",4,6
"64639A",1,3
"64653B",12,18
"64658K",7,8
"64662E",3,8
"64667K",2,18
"64668C",1,2
"64670W",4,6
"64678Z",4,14
"64679Q",14,3
"64681M",4,3
"64682A",3,8
"64685H",2,18
"64687Q",2,6
"64692W",6,4
"64696W",4,3
"64698H",4,3
"64701G",14,3
"64704I",6,1
"64709A",3,6
"64712B",4,2
"64714G",3,6
"64715E",4,3
"64717P",2,18
"64720G",14,1
"64722Z",2,1
"64726V",2,4
"64728A",3,6
"64737J",4,2
"64739V",4,18
"64740M",4,18
"64753M",4,3
"64768R",11,18
"64771P",3,14
"64779K",3,4
"64780X",7,8
"64781V",4,18
"64783G",3,2
"64785E",2,3
"64790B",4,18
"64791Q",8,2
"64802M",4,2
"64804Q",2,3
"64821I",7,1
"64829H",4,3
"64833F",2,18
"64834K",3,8
"64848I",2,1
"64849C",4,3
"64862Z",3,4
"64865V",2,6
"64867N",4,3
"64870S",10,1
"64873F",3,6
"64874E",2,3
"64880F",8,6
"64881C",4,1
"64886Q",3,6
"64888H",17,3
"64892R",1,2
"64895W",11,6
"64898Z",2,5
"64899Q",5,1
"64903P",4,18
"64907K",4,12
"64910L",4,18
"64914G",2,4
"64917Z",5,18
"64919R",4,3
"64921P",2,1
"64928X",4,1
"64934B",14,4
"64936J",4,1
"64939C",1,8
"64940Z",6,3
"64941U",4,7
"64946H",4,3
"64950A",2,5
"64951U",4,3
"64956H",4,3
"64959J",2,18
"64960A",3,6
"64969V",2,1
"64975I",2,6
"64986A",4,8
"64987N",5,2
"64995A",6,3
"64997K",8,3
"65004V",8,3
"65006L",12,18
"65010F",2,3
"65011W",4,6
"65019E",8,9
"65022E",5,3
"65034B",10,2
"65035O",10,3
"65037W",4,3
"65040A",4,6
"65043C",3,6
"65050X",4,2
"65055K",4,3
"65058M",12,4
"65061I",5,2
"65065G",4,2
"65067N",11,18
"65073F",11,14
"65074S",1,17
"65075L",17,18
"65076V",12,18
"65083I",3,5
"65086S",3,2
"65096Q",12,4
"65097J",3,4
"65100H",1,14
"65109Z",12,3
"65114X",14,3
"65121O",14,18
"65128U",14,9
"65129U",6,3
"65131B",3,18
"65132S",3,6
"65149P",7,3
"65151Z",2,8
"65156E",1,2
"65175O",4,18
"65178W",17,18
"65181X",17,14
"65182P",3,18
"65184A",3,18
"65186K",17,3
"65195P",6,18
"65198R",17,18
"65199O",1,16
"65200H",17,18
"65202Q",17,18
"65204N",14,18
"65205S",6,18
"65210Q",3,14
"65216V",14,18
"65217N",14,18
"65236U",11,18
"65239W",6,18
"65241G",11,18
"65242X",11,18
"65245A",1,11
"65249U",11,18
"65250L",14,18
"65251E",11,7
"65262H",14,18
"65263V",17,3
"65270H",11,3
"65272Q",11,3
"65273W",7,3
"65277F",9,3
"65282L",14,18
"65289Z",14,18
"65290M",3,18
"65293O",17,18
"65299L",12,18
"65301A",12,18
"65302M",3,1
"65309O",12,18
"65321M",3,5
"65323N",17,18
"65324R",6,3
"65328R",12,18
"65330B",12,6
"65331S",12,4
"65333E",12,15
"65338P",12,3
"65342J",12,3
"65345L",12,18
"65351O",12,18
"65353Z",12,18
"65354Q",12,18
"65356B",4,6
"65390F",2,1
"65401L",4,18
"65410G",6,1
"65413H",3,2
"65417N",2,4
"65418P",2,6
"65423Q",10,18
"65424J",4,18
"65429V",4,18
"65435W",3,1
"65441R",6,7
"65459H",1,2
"65468O",3,1
"65470B",4,1
"65486V",2,3
"65579L",8,2
"65581U",14,18
"65585U",4,18
"65586M",12,18
"65600J",4,2
"65604E",2,6
"65615V",4,18
"65618X",4,2
"65621Q",14,18
"65623J",3,1
"65631U",12,4
"65632X",3,10
"65634Z",2,4
"65655K",3,4
"65810Z",4,2
"65818P",15,3
"65819G",12,8
"65824S",4,3
"65833Z",6,3
"65834O",12,3
"65838L",4,3
"65841M",4,3
"65843U",4,5
"65845F",14,3
"65847Q",4,3
"65850N",6,5
"65852C",4,3
"65857O",4,3
"65858H",1,6
"65859Z",14,18
"65861I",3,6
"65864K",12,18
"65870N",3,6
"65871G",2,8
"65876R",4,3
"65878C",4,18
"65880L",3,4
"65883N",4,18
"65884G",18,2
"65886P",4,18
"65893L",4,2
"65895S",3,2
"65897G",4,18
"65899N",12,4
"65903M",4,1
"65904F",3,8
"65905Z",3,12
"65907J",4,18
"65915U",17,2
"65917F",4,1
"65931V",14,7
"66266Q",4,12
"66294X",12,8
"66303J",8,6
"66331U",4,3
"66351N",4,2
"66394X",1,18
"66424I",4,3
"66430J",12,5
"66515L",4,3
"66516B",14,2
"66556R",1,2
"66557C",7,3
"66586G",14,18
"66589I",14,18
"66592J",8,18
"66593B",3,14
"66594S",14,18
"66595L",14,18
"66597V",14,18
"66598N",14,3
"66602A",17,18
"66610A",6,18
"66611R",3,14
"66801M",14,18
"66805H",14,18
"66811K",14,18
"66812C",14,18
"66814U",6,18
"66844N",4,18
"66854J",2,10
"66879H",6,3
"66897C",12,4
"66904E",2,6
"66914E",8,2
"66930C",4,2
"66948O",12,4
"66954R",12,2
"66957W",10,5
"66962G",18,6
"66963N",18,3
"66964P",18,4
"66967R",18,4
"66968K",18,4
"66974N",18,3
"66975G",18,3
"66977K",18,1
"66978C",18,1
"66979U",18,8
"66980S",18,4
"66981E",18,1
"66982V",18,1
"66983N",18,1
"66984G",18,1
"66986P",18,2
"66987N",18,4
"66988A",18,1
"66989R",18,2
"66990J",18,1
"66991X",18,1
"66992S",18,1
"66993L",18,1
"66994E",18,1
"66996K",18,1
"66997L",18,2
"67001Q",18,3
"67002J",18,1
"67003B",18,1
"67004Z",18,4
"67006E",18,1
"67300G",18,5
"67320B",18,4
"67322L",18,3
"67323E",18,3
"67324V",18,12
"67325N",18,4
"67326G",18,4
"67327X",18,4
"67337X",18,4
"67344C",18,2
"67347N",18,1
"67349X",18,3
"67350U",18,4
"67507U",18,4
"67539X",18,8
"67542S",18,2
"67545B",18,3
"67569Q",18,4
"67570I",18,4
"67590E",18,4
"67594X",18,9
"67825B",18,3
"67872N",18,2
"67873L",18,3
"67874E",18,4
"67875V",18,4
"67876N",18,3
"68031O",18,4
"68057O",18,10
"68067M",18,8
"68069W",18,3
"68074I",18,4
"68075U",18,3
"68076R",18,14
"68123K",18,4
"68154M",18,1
"68161S",18,6
"68167V",18,14
"68173Z",18,3
"68174J",18,3
"68176E",18,4
"68179E",18,4
"68180U",18,2
"68181M",18,4
"68191F",18,3
"68192C",18,4
"68296I",18,3
"68317Z",18,4
"68318S",18,4
"68328J",18,1
"68331S",18,1
"68340V",18,5
"68754O",18,5
"68757A",18,4
"68758R",18,1
"68827P",18,3
"68828I",18,4
"68838G",18,4
"68848E",18,4
"68862U",18,4
"68870I",18,4
"68871C",18,1
"68881X",18,4
"68902C",18,10
"68903P",18,10
"68904B",18,4
"68905S",18,6
"68906B",18,14
"69044Z",18,14
"69045W",18,1
"69047G",18,14
"69050O",18,11
"69052B",18,12
"69096O",18,3
"97840H",2,18
"97841Z",1,18
"97844B",1,18
"97846L",1,14
"97848V",1,18
"97858S",1,6
"97863F",2,1
"97869J",3,8
"97871R",2,1
"97875M",15,6
"97884R",1,18
"97885K",2,14
"97898K",1,2
"97907V",6,1
"97913Z",8,1
"97915J",1,18
"97925H",1,6
"97926Z",2,1
"97935F",9,1
"97941I",1,2
"97942A",1,5
"97944K",2,18
"97945C",1,18
"97960L",2,1
"97964G",6,1
"97968A",12,18
"97977G",3,1
"97978X",6,1
"97984B",1,2
"97986L",1,6
"97988V",1,15
"97991W",8,1
"98001M",3,1
"98003W",1,3
"98014M",14,2
"98016W",1,2
"98020P",6,1
"98029W",2,1
"98038C",1,18
"98041E",1,2
"98042V",15,1
"98044G",6,2
"98045X",2,1
"98048A",2,18
"98053L",2,1
"98056N",1,2
"98059P",1,6
"98062Q",6,1
"98066L",1,3
"98069N",1,3
"98070F",1,6
"98089J",2,1
"98090A",8,18
"98094U",6,18
"98103G",6,1
"98105P",9,1
"98108R",2,1
"98109K",2,1
"98126E",1,18
"98127V",1,18
"98131O",1,6
"98132H",3,2
"98135J",8,1
"98136B",2,1
"98137S",3,1
"98141M",1,18
"98142F",1,18
"98144O",12,1
"98146Z",2,1
"98148J",1,2
"98150R",14,1
"98153U",2,1
"98154M",1,2
"98161I",1,18
"98167M",2,1
"98169W",1,2
"98170N",6,1
"98171G",1,8
"98174I",1,18
"98176R",1,2
"98180L",6,3
"98185X",1,2
"98187I",1,3
"98188A",2,1
"98193L",2,1
"98194E",6,1
"98208B",1,18
"98220I",1,6
"98223K",1,2
"98230G",1,18
"98231X",1,18
"98232P",1,18
"98241V",1,2
"98244X",1,18
"98245P",1,2
"98246I",2,16
"98247A",1,3
"98248R",1,3
"98249K",1,18
"98250B",1,18
"98254V",8,2
"98258P",6,1
"98260Z",2,1
"98261Q",11,8
"98266E",1,2
"98268N",2,1
"98269G",1,2
"98272H",1,4
"98276B",1,6
"98277S",6,1
"98278L",1,6
"98283W",1,18
"98286Z",2,1
"98293U",2,1
"98296W",1,18
"98298H",1,18
"98309C",2,6
"98314N",1,18
"98320Q",1,2
"98321J",1,18
"98322B",1,2
"98325E",1,6
"98330O",1,18
"98332Z",2,1
"98341F",1,2
"98345Z",6,1
"98350K",1,2
"98351C",1,6
"98354F",1,6
"98379M",1,2
"98391S",1,18
"98393E",1,18
"98396G",8,1
"98404Z",1,8
"98410C",1,18
"98419J",1,18
"98423C",1,8
"98425M",1,2
"98433A",6,1
"98445I",1,6
"98448K",1,5
"98449C",1,18
"98454N",1,18
"98461J",2,3
"98463S",1,6
"98468G",1,18
"98469X",16,18
"98471H",1,3
"98491C",3,1
"98493M",6,1
"98495W",1,18
"98496O",3,1
"98497H",1,18
"98504I",2,1
"98508C",6,1
"98511E",1,6
"98512V",1,7
"98513N",8,1
"98514G",8,1
"98516P",8,1
"98517I",1,2
"98518A",2,1
"98522S",1,18
"98528X",1,3
"98532Q",1,6
"98534B",2,18
"98540F",1,18
"98541W",2,1
"98547B",1,18
"98552M",1,18
"98553F",1,18
"98560A",1,8
"98561R",1,18
"98564U",1,18
"98566F",1,18
"98570X",1,18
"98574R",1,18
"98579F",1,18
"98580V",14,18
"98584P",1,18
"98586A",1,2
"98591L",1,18
"98597P",1,18
"98599A",1,18
"98600W",1,18
"98601O",14,1
"98605J",14,18
"98606B",1,18
"98609E",1,18
"98616Z",1,6
"98619B",1,2
"98622C",1,18
"98625F",1,18
"98629Z",2,1
"98631I",1,18
"98637M",1,18
"98638F",1,6
"98639W",2,18
"98640N",1,18
"98644I",2,18
"98650L",1,18
"98652V",1,18
"98659R",1,18
"98664E",1,18
"98665V",3,18
"98667G",1,18
"98668X",2,3
"98671Z",1,18
"98679N",1,18
"98682O",2,18
"98688S",6,18
"98690C",1,18
"98697Z",1,18
"98700G",1,6
"98701X",1,18
"98705R",1,6
"98707C",1,18
"98711V",1,18
"98713G",3,18
"98715P",1,18
"98716I",1,18
"98717A",6,18
"98718R",1,18
"98723E",1,18
"98725N",1,18
"98739G",1,18
"98741O",1,18
"98742H",1,18
"98743Z",1,18
"98753W",1,18
"98766W",5,18
"98769Z",1,6
"98770P",3,18
"98771I",1,18
"98781G",1,18
"98790L",6,18
"98791E",1,18
"98795X",1,18
"98796P",1,18
"98801H",1,18
"98802Z",1,18
"98804J",1,18
"98805B",2,18
"98812W",1,18
"98813O",1,18
"98820K",1,18
"98822U",1,18
"98823M",2,18
"98829Q",1,18
"98835U",1,18
"98840G",1,18
"98842P",1,18
"98843I",1,18
"98845R",1,18
"98850E",1,18
"98854X",1,18
"98858R",8,18
"98859K",17,1
"98864V",1,18
"98868P",1,18
"98869I",1,18
"98871Q",1,18
"98872J",1,18
"98875L",1,18
"98883Z",1,2
"98885J",3,18
"98887S",1,18
"98889E",2,18
"98890U",1,18
"98892F",1,14
"98894O",1,18
"98895H",1,18
"98898J",1,18
"98901P",1,18
"98902I",1,18
"98907U",1,18
"98911N",1,18
"98922E",1,18
"98925G",2,18
"98931J",2,18
"98933S",1,18
"98934L",1,18
"98939X",1,18
"98941H",1,18
"98943Q",2,18
"98944J",1,18
"98947L",1,3
"98951F",2,18
"98954H",1,18
"98956Q",14,18
"98960K",1,2
"98962U",6,1
"98966O",1,18
"98969Q",1,18
"98970I",1,18
"98971A",1,18
"98976M",1,18
"99000S",2,18
"99002E",2,18
"99003V",1,18
"99004N",2,18
"99008I",2,18
"99010Q",1,18
"99011J",2,18
"99018G",1,18
"99019X",8,18
"99021H",1,18
"99023Q",1,18
"99029V",1,18
"99030M",1,18
"99032W",1,18
"99038B",1,18
"99039S",1,2
"99040K",1,18
"99044F",1,18
"99047H",2,18
"99050I",1,18
"99053K",1,18
"99056M",2,18
"99063I",2,18
"99070E",3,18
"99075P",1,18
"99081S",1,18
"99082L",1,18
"99083E",1,18
"99084V",1,8
"99085N",1,8
"99093B",1,18
"99095L",3,18
"99097V",3,18
"99103F",1,18
"99104W",1,18
"99106H",2,18
"99107Z",3,1
"99112K",1,18
"99113C",3,18
"99116F",8,1
"99122I",1,18
"99126C",8,1
"99129F",1,18
"99130V",1,18
"99131N",1,18
"99132G",1,18
"99133X",1,18
"99143V",1,18
"99145G",2,18
"99148I",1,18
"99149A",1,18
"99150Q",1,18
"99153S",1,18
"99156V",5,7
"99160O",1,18
"99164J",8,18
"99166S",1,18
"99167L",1,18
"99171F",1,18
"99172W",1,18
"99174H",8,18
"99177J",1,2
"99182U",2,1
"99183M",1,18
"99184F",1,18
"99185W",1,18
"99189Q",1,18
"99190I",1,18
"99196M",1,8
"99198W",1,18
"99202V",1,18
"99204G",1,18
"99205X",1,18
"99206P",1,18
"99207I",8,18
"99215V",1,14
"99217G",1,18
"99222Q",1,18
"99229N",1,18
"99230F",1,18
"99231W",1,18
"99234Z",8,1
"99239L",8,1
"99244W",1,18
"99245O",1,18
"99250A",6,18
"99252K",1,18
"99254U",1,18
"99256F",1,18
"99277R",1,18
"99279C",2,1
"99280S",1,18
"99281L",1,18
"99290Q",1,18
"99297N",1,3
"99301M",1,18
"99310R",1,18
"99313U",1,18
"99322A",1,18
"99324K",1,18
"99328F",1,18
"99329W",1,18
"99330N",2,18
"99336R",1,18
"99337K",1,18
"99346P",1,18
"99350J",1,18
"99355V",1,18
"99356N",1,2
"99360H",1,18
"99365S",2,18
"99366L",1,18
"99370F",1,18
"99371W",2,1
"99372O",2,18
"99378S",1,18
"99381U",1,18
"99385O",1,18
"99397W",1,18
"99407A",1,18
"99410B",1,18
"99415N",1,18
"99425L",1,18
"99427V",1,18
"99430W",1,18
"99432H",1,18
"99434Q",1,18
"99436B",1,18
"99447Q",2,18
"99449B",1,18
"99452C",1,18
"99457O",1,18
"99459Z",1,18
"99461I",1,18
"99462A",1,18
"99463R",1,18
"99471G",1,18
"99477K",1,18
"99478C",1,18
"99481E",1,18
"99495V",1,18
"99501F",1,18
"99510K",1,18
