"Permit.Number","Orig","Dest"
"56342Q",10,3
"56343N",2,7
"56344K",3,2
"56348Z",1,3
"56353F",10,3
"56354R",10,2
"56355X",1,6
"56358G",4,3
"56359K",2,1
"56360M",2,3
"56364U",10,8
"56365V",8,3
"56372U",14,6
"56373J",2,6
"56375Q",6,7
"56377E",3,8
"56378B",6,1
"56393F",8,2
"56401G",6,3
"56402P",1,2
"56409F",2,1
"56410G",7,3
"56412S",1,2
"56413I",6,3
"56415U",13,3
"56421Z",3,2
"56422Q",6,2
"56426L",2,3
"56427U",2,1
"56434L",2,1
"56450Q",5,3
"56451U",2,8
"56454H",2,1
"56455L",7,3
"56459G",7,3
"56462A",2,3
"56463W",6,3
"56467L",6,5
"56468H",2,6
"56500Q",2,7
"56507E",1,2
"56510R",1,8
"56512B",2,13
"56514E",3,5
"56515F",6,2
"56516W",6,2
"56519V",2,3
"56527M",7,2
"56529W",8,3
"56533N",5,2
"56534Z",2,5
"56537B",5,2
"56538S",8,6
"56539L",5,3
"56540C",3,5
"56547Z",5,2
"56555R",3,6
"56556K",3,6
"56560B",2,3
"56564N",2,1
"56565N",1,14
"56569N",4,3
"56580J",3,5
"56584O",9,7
"56589I",5,2
"56590A",6,2
"56598O",6,2
"56599X",2,1
"56601I",1,6
"56610S",8,7
"56611P",7,6
"56619U",2,1
"56623O",14,8
"56624A",1,10
"56627M",2,3
"56634Q",4,12
"56636X",7,8
"56639X",2,1
"56643W",4,3
"56644O",2,6
"56651F",2,1
"56652W",2,1
"56655Z",2,1
"56661Z",1,2
"56662A",3,8
"56665C",1,3
"56666U",2,4
"56680K",5,3
"56681B",8,5
"56684C",2,7
"56695P",2,1
"56696N",12,3
"56700E",5,1
"56704H",4,16
"56709V",4,3
"56713M",2,8
"56714F",2,3
"56716A",10,8
"56718V",7,3
"56721U",1,2
"56723F",1,2
"56725U",4,2
"56728W",4,3
"56737C",4,3
"56745P",8,2
"56750M",2,3
"56754P",8,3
"56757R",1,6
"56769Q",10,3
"56775B",7,3
"56783U",2,8
"56785S",2,1
"56788V",1,2
"56795Z",1,2
"56796W",1,2
"56799S",2,6
"56803X",2,3
"56808F",1,2
"56811G",1,16
"56813M",5,2
"56815G",3,4
"56816A",6,4
"56817R",4,3
"56818K",4,6
"56820N",1,8
"56822B",1,2
"56828A",5,6
"56832S",8,3
"56842W",2,6
"56845Z",2,7
"56850F",1,2
"56851W",3,1
"56852W",4,6
"56857X",2,1
"56861C",3,6
"56862U",7,4
"56868Q",3,8
"56874C",6,3
"56877A",5,3
"56879M",4,3
"56883C",8,7
"56892L",4,2
"56893E",6,1
"56894V",6,7
"56896W",1,3
"56903H",5,3
"56906U",2,3
"56909G",2,1
"56912M",1,2
"56917S",8,2
"56919E",8,3
"56926B",3,2
"56928J",1,2
"56938M",2,3
"56943X",12,1
"56946A",3,4
"56947R",4,3
"56950N",3,1
"56952G",2,3
"56953P",1,2
"56957H",5,2
"56967K",6,3
"56973Q",3,2
"56974A",1,8
"56979H",10,3
"56980E",5,1
"56982S",3,2
"56985K",10,8
"56996G",1,14
"57000U",2,1
"57001K",8,3
"57003B",13,3
"57019F",2,6
"57022M",10,2
"57031C",5,6
"57033R",7,2
"57036U",3,7
"57037H",2,6
"57038Z",2,6
"57047K",8,7
"57051Z",2,7
"57053N",2,3
"57054G",3,2
"57057L",6,2
"57063L",8,3
"57068B",6,4
"57072Q",2,3
"57082R",6,1
"57085S",2,13
"57092P",4,2
"57093I",2,6
"57106G",2,3
"57113G",3,7
"57115G",2,1
"57117X",6,8
"57118V",2,6
"57122L",7,3
"57124Z",6,2
"57128S",4,2
"57130Z",3,6
"57131I",7,3
"57133E",5,3
"57136E",2,7
"57139W",2,10
"57146F",4,6
"57147W",3,2
"57149H",4,5
"57150O",1,8
"57154K",2,7
"57155V",2,10
"57157U",3,8
"57159W",2,7
"57171K",5,3
"57172O",10,2
"57180N",6,7
"57183S",3,2
"57186P",2,1
"57197L",2,4
"57204K",5,3
"57210P",6,3
"57212Q",6,5
"57219O",7,2
"57220K",7,3
"57222U",3,8
"57231E",8,2
"57238X",5,8
"57245M",5,2
"57249P",3,2
"57253A",1,3
"57256J",2,5
"57258P",8,6
"57268S",4,2
"57269L",2,1
"57272X",2,3
"57279J",3,6
"57294O",9,3
"57297U",2,4
"57301R",9,7
"57305F",2,1
"57306W",3,1
"57314N",1,15
"57315G",1,2
"57332B",2,3
"57336P",10,1
"57340O",7,9
"57344X",10,2
"57347G",2,3
"57356U",4,6
"57372R",7,3
"57375X",10,6
"57376O",5,13
"57382P",3,8
"57383E",9,7
"57387A",1,2
"57391S",2,1
"57395N",1,2
"57399P",3,6
"57400K",4,2
"57401S",5,8
"57404P",10,3
"57414F",3,2
"57417F",1,3
"57438R",4,1
"57439V",2,3
"57445K",7,3
"57455C",1,2
"57460N",1,2
"57465J",4,2
"57469C",13,2
"57470Q",7,8
"57483L",2,1
"57484K",4,3
"57488X",1,2
"57490P",2,3
"57491Z",1,2
"57497M",4,3
"57501K",5,3
"57504P",4,2
"57510S",3,4
"57518G",6,3
"57521B",3,8
"57531R",3,10
"57533L",3,2
"57534S",1,2
"57535B",6,3
"57538B",4,3
"57540K",4,1
"57543H",1,2
"57547E",7,2
"57548Z",6,4
"57551U",6,3
"57564X",8,2
"57565P",8,5
"57567N",2,6
"57571H",10,2
"57575B",3,2
"57576O",5,6
"57577U",3,8
"57579K",1,2
"57589C",2,1
"57590V",2,3
"57594N",2,1
"57604N",2,1
"57606B",8,1
"57613C",6,2
"57619X",2,3
"57621P",2,6
"57622F",7,3
"57623L",10,2
"57632C",3,6
"57633R",8,3
"57640S",4,2
"57643P",1,3
"57649A",4,2
"57650E",6,2
"57656P",3,8
"57662X",6,3
"57669I",2,6
"57675P",8,2
"57676I",5,3
"57678N",2,1
"57681O",2,1
"57685W",4,1
"57686L",9,3
"57692J",2,1
"57697B",7,6
"57698O",7,3
"57703A",6,2
"57708A",3,2
"57712N",2,1
"57715P",2,8
"57730V",5,3
"57737B",4,2
"57739J",2,3
"57745G",3,6
"57751J",5,3
"57754O",6,3
"57756Q",1,6
"57758O",4,1
"57760O",5,6
"57769V",1,6
"57780N",6,1
"57798G",6,2
"57799O",2,5
"57804L",7,3
"57812C",4,2
"57816Z",4,3
"57822A",2,1
"57823M",1,2
"57830F",1,2
"57834V",2,10
"57839O",2,14
"57840G",1,2
"57843F",1,2
"57847Z",5,2
"57851N",1,2
"57856A",2,1
"57861Z",14,10
"57864B",4,2
"57868H",10,3
"57874V",1,2
"57882K",6,3
"57886H",12,3
"57889J",3,2
"57892F",2,1
"57907M",1,2
"57908F",1,9
"57910N",2,5
"57911K",2,1
"57914V",6,2
"57915N",6,5
"57918P",3,6
"57919Z",2,5
"57932H",3,2
"57933S",2,1
"57941M",6,2
"57944L",6,3
"57949V",8,3
"57951F",2,3
"57958X",5,8
"57963J",5,3
"57964H",7,3
"57973M",7,6
"57974I",4,2
"57975W",3,7
"57983N",8,3
"57988Q",2,1
"57993L",2,1
"57999B",6,3
"58001C",2,3
"58002W",3,10
"58010K",2,3
"58011A",10,3
"58016M",10,2
"58020L",1,3
"58023Z",2,4
"58028U",5,6
"58030O",3,7
"58035B",3,2
"58036Q",1,2
"58038Z",2,7
"58044W",1,7
"58050N",4,1
"58052X",4,12
"58057M",4,3
"58062I",1,2
"58063N",2,6
"58065X",3,2
"58066R",6,5
"58068W",2,6
"58069K",2,3
"58077F",13,5
"58079H",2,3
"58081K",10,2
"58085N",2,3
"58094Z",4,14
"58095Q",2,3
"58096U",10,2
"58100I",14,2
"58105H",2,7
"58115M",3,8
"58119F",9,3
"58121R",3,7
"58128O",3,2
"58132C",2,1
"58133V",7,2
"58135F",1,2
"58137R",2,1
"58143B",4,2
"58146X",2,1
"58147M",1,8
"58149C",3,2
"58157H",3,2
"58160G",10,5
"58162L",3,10
"58164V",10,2
"58166K",10,2
"58167X",10,2
"58171Q",3,1
"58172N",8,3
"58173I",3,10
"58180P",3,2
"58182U",6,1
"58183J",5,3
"58190F",5,3
"58195A",2,6
"58196R",5,3
"58197W",8,1
"58202Z",3,5
"58204G",2,3
"58208W",2,1
"58209R",2,8
"58210L",2,7
"58221F",4,2
"58222Q",2,1
"58226Q",6,2
"58231F",4,3
"58232U",4,6
"58236L",12,7
"58247Q",2,6
"58248J",2,3
"58251A",4,1
"58254A",4,2
"58261X",4,6
"58265K",1,2
"58269F",2,1
"58275L",3,5
"58277P",7,6
"58288K",3,2
"58289G",3,2
"58290N",2,1
"58291J",3,8
"58292F",5,8
"58293W",5,8
"58302C",3,7
"58311I",3,9
"58319L",10,2
"58323O",1,2
"58325I",3,1
"58326W",2,9
"58331L",6,1
"58333X",2,4
"58338U",1,2
"58363O",4,2
"58374Z",3,5
"58375Q",2,1
"58376O",6,2
"58383C",7,3
"58384C",4,3
"58385W",3,1
"58386Z",2,1
"58389M",5,6
"58393I",4,6
"58397W",3,6
"58400A",3,1
"58403I",10,7
"58408X",6,3
"58411V",7,3
"58416C",2,5
"58420F",6,2
"58425P",13,3
"58431U",3,2
"58438C",2,6
"58443F",4,3
"58444W",3,4
"58448O",4,1
"58451P",4,3
"58453A",4,2
"58456C",4,3
"58461K",3,2
"58465I",1,6
"58479A",4,1
"58481L",4,3
"58484I",3,8
"58486I",1,2
"58488C",3,6
"58493O",5,14
"58494L",6,4
"58496R",3,2
"58503H",1,2
"58506Q",2,1
"58515C",3,6
"58518C",5,3
"58529L",5,8
"58532V",3,8
"58542P",9,7
"58545V",4,2
"58546F",1,2
"58547R",6,2
"58549P",2,4
"58551S",9,1
"58552N",6,3
"58556K",9,6
"58560V",1,3
"58562Q",4,3
"58563H",6,2
"58567V",1,2
"58568K",6,1
"58571Q",7,3
"58573F",2,6
"58575Q",6,4
"58577S",2,1
"58578P",3,13
"58582V",10,3
"58587S",2,3
"58589B",3,1
"58591K",1,2
"58592C",2,1
"58593M",1,2
"58596F",8,2
"58601K",3,1
"58602X",2,1
"58604V",12,2
"58616X",3,6
"58617R",2,3
"58620Q",1,3
"58621Q",4,3
"58622B",1,8
"58623Z",3,2
"58628I",2,9
"58639R",1,2
"58642F",4,3
"58643Q",3,7
"58655S",2,1
"58661G",4,2
"58662X",4,10
"58663P",4,2
"58665W",3,14
"58666O",6,3
"58669Q",6,3
"58671U",5,3
"58674G",3,6
"58675X",3,12
"58677Z",2,5
"58681X",7,3
"58682L",7,3
"58684E",3,2
"58685V",2,1
"58687A",1,8
"58689P",7,2
"58695S",10,2
"58698M",2,1
"58703H",1,8
"58704W",7,6
"58705S",14,3
"58706J",1,6
"58710I",6,2
"58713H",2,7
"58714U",7,2
"58720G",8,4
"58723A",1,3
"58726K",12,3
"58730B",8,2
"58731S",5,2
"58732L",3,5
"58734X",6,2
"58735K",2,1
"58737A",3,2
"58738M",1,3
"58740B",4,2
"58750B",3,2
"58754S",10,3
"58755W",10,6
"58757V",4,3
"58763S",2,3
"58765J",3,8
"58772V",1,2
"58780E",10,3
"58783O",2,1
"58788H",3,2
"58791I",2,6
"58792A",7,3
"58795F",3,6
"58797J",7,3
"58798V",5,2
"58806R",2,1
"58811J",2,1
"58817N",6,3
"58818F",13,3
"58820O",12,2
"58822S",2,3
"58832W",2,6
"58840F",8,1
"58842R",14,6
"58848X",3,13
"58851W",2,3
"58853K",4,2
"58855L",5,3
"58856M",2,8
"58863Z",8,5
"58867C",6,5
"58868L",14,3
"58877A",4,2
"58879M",3,2
"58883B",5,6
"58887A",4,3
"58888R",4,3
"58895G",2,1
"58908S",4,2
"58909J",10,2
"58913C",6,2
"58915M",2,6
"58917S",7,2
"58922Z",2,6
"58924J",2,1
"58927U",4,3
"58930V",4,1
"58933X",4,6
"58937R",4,7
"58939S",3,2
"58940K",3,6
"58941I",7,1
"58942G",3,8
"58943M",6,2
"58946X",12,8
"58952R",3,5
"58953L",7,1
"58956P",3,8
"58958A",3,8
"58959A",3,6
"58960Q",6,2
"58961J",2,4
"58962Z",3,6
"58968U",14,1
"58970M",3,6
"58977A",5,3
"58978B",4,2
"58980B",1,6
"58983M",6,2
"58987S",1,2
"58991C",4,2
"58993M",4,3
"58994O",1,8
"59000W",13,2
"59002I",4,2
"59009Z",2,1
"59012I",4,3
"59013X",2,8
"59017R",14,6
"59021I",3,2
"59022A",2,3
"59031V",2,1
"59032R",2,1
"59035P",2,1
"59040G",1,2
"59041J",14,2
"59042B",4,3
"59045E",4,2
"59046N",3,14
"59048U",1,2
"59051F",3,2
"59053O",4,3
"59055Z",3,2
"59060M",4,2
"59061W",8,2
"59068P",1,2
"59073C",3,7
"59074Z",6,3
"59090G",3,6
"59091X",4,3
"59099M",5,3
"59103L",4,2
"59105P",3,7
"59106I",7,3
"59110B",2,3
"59114V",2,1
"59118N",1,3
"59123F",3,8
"59127P",2,1
"59138L",2,3
"59141M",7,5
"59143W",8,3
"59146Z",2,3
"59149B",6,7
"59150N",2,6
"59151F",2,1
"59156W",6,7
"59157O",6,3
"59159S",1,8
"59162U",2,1
"59167R",3,10
"59168F",7,2
"59169Q",3,5
"59174L",4,2
"59177G",2,3
"59179U",3,9
"59185Z",6,2
"59188G",4,3
"59189S",6,14
"59190K",3,8
"59194H",2,4
"59197U",3,10
"59204K",4,12
"59211Q",3,5
"59212A",4,3
"59214Z",5,2
"59219O",2,6
"59224R",2,1
"59227S",10,2
"59231R",6,3
"59233I",7,14
"59246L",4,5
"59247X",1,8
"59250B",7,2
"59252L",2,7
"59264O",7,8
"59266X",8,1
"59267Q",7,9
"59268N",7,3
"59269G",2,7
"59271O",8,7
"59273Z",2,8
"59275J",2,7
"59276V",2,1
"59279X",2,1
"59290R",6,3
"59291I",2,1
"59296S",2,5
"59300B",4,3
"59301N",3,2
"59302E",8,1
"59303V",3,1
"59304S",8,3
"59308M",13,3
"59309G",1,8
"59319G",8,6
"59324G",1,2
"59327C",10,3
"59333O",3,6
"59334M",2,3
"59335F",4,3
"59339Z",3,2
"59341I",2,6
"59355U",3,8
"59359U",4,6
"59364G",5,3
"59365V",6,8
"59372G",2,3
"59374A",7,2
"59375X",3,2
"59377W",2,1
"59378L",5,10
"59379M",7,3
"59380E",3,6
"59381M",10,8
"59383G",6,3
"59404P",10,2
"59410W",5,4
"59411X",3,18
"59414W",6,7
"59415P",6,5
"59417C",3,2
"59429K",14,2
"59438M",2,7
"59441N",6,2
"59446V",9,3
"59448L",8,2
"59449W",2,5
"59452H",3,4
"59465H",4,2
"59466S",1,2
"59468I",3,9
"59476O",7,3
"59478U",10,3
"59480K",2,1
"59492O",3,1
"59508C",2,9
"59511H",4,3
"59514L",4,6
"59515V",1,3
"59516S",2,8
"59517Z",10,3
"59518X",8,2
"59524X",3,10
"59525Z",4,7
"59526Q",4,8
"59527W",10,3
"59528B",5,6
"59531F",3,8
"59533J",3,8
"59549L",3,6
"59554W",8,3
"59555R",4,2
"59557F",2,14
"59559H",1,2
"59569W",1,2
"59571G",1,2
"59573E",1,3
"59574X",4,1
"59578K",3,8
"59580B",5,4
"59583V",1,2
"59591O",12,2
"59594L",1,2
"59597K",2,1
"59599U",5,2
"59602F",2,6
"59611P",6,3
"59612Z",5,3
"59616W",1,3
"59620P",2,3
"59621I",1,14
"59623X",10,2
"59627P",5,14
"59629U",6,7
"59634P",3,2
"59635G",3,4
"59639W",2,9
"59642I",10,2
"59645E",6,15
"59646M",2,5
"59649U",2,7
"59651B",2,1
"59654G",6,7
"59658A",1,3
"59660J",3,2
"59670H",8,7
"59673X",10,3
"59674L",3,10
"59675E",3,10
"59683K",3,4
"59691U",3,6
"59692M",3,6
"59693F",3,6
"59695O",7,9
"59697N",2,3
"59703R",5,10
"59704O",5,3
"59707G",1,7
"59713B",3,7
"59714N",2,3
"59716N",3,8
"59717E",1,2
"59718R",3,9
"59719N",4,2
"59721S",3,8
"59722L",3,2
"59729E",9,7
"59736S",1,2
"59748C",10,2
"59749B",14,1
"59759B",3,7
"59772V",7,6
"59777K",3,8
"59780X",1,10
"59785X",1,2
"59789O",1,2
"59797N",6,4
"59806J",1,2
"59807O",4,3
"59814M",6,3
"59817X",10,3
"59820F",2,1
"59825C",2,3
"59826M",1,2
"59827H",7,3
"59832X",3,6
"59835V",5,6
"59836N",5,3
"59837G",5,8
"59839O",3,6
"59840L",3,4
"59844U",2,1
"59849H",1,7
"59852S",4,3
"59855V",3,4
"59857G",3,2
"59862Q",4,3
"59864B",3,4
"59865S",4,3
"59868F",10,3
"59871O",1,2
"59873H",3,6
"59875Q",3,4
"59879L",5,4
"59882M",6,4
"59883F",14,4
"59886H",6,8
"59887Z",4,3
"59889J",3,6
"59897W",4,3
"59898O",2,4
"59901V",4,1
"59904X",4,3
"59908R",4,3
"59910B",3,4
"59912L",9,4
"59914V",4,3
"59915N",4,3
"59924S",8,18
"59925L",6,3
"59929G",2,6
"59930W",6,3
"59936B",3,6
"59937S",4,3
"59939E",4,3
"59945H",4,6
"59947Q",2,4
"59951K",2,3
"59958H",1,3
"59960P",3,2
"59964K",6,3
"59966U",3,4
"59967M",3,2
"59969W",4,2
"59970N",4,6
"59971G",4,14
"59972X",4,3
"59973P",3,4
"59974I",3,14
"59975A",4,3
"59980U",2,3
"59998V",4,1
"59999N",8,6
"60000M",10,3
"60001Q",3,2
"60005B",2,3
"60007E",8,2
"60009Q",1,5
"60014H",4,3
"60017J",3,6
"60019S",2,4
"60020K",4,3
"60022U",2,4
"60028Z",4,6
"60029Q",6,2
"60030I",4,3
"60031A",4,10
"60032R",3,6
"60034C",2,8
"60037F",8,6
"60041X",6,3
"60049I",2,5
"60054I",2,1
"60055A",1,7
"60058C",1,2
"60061C",10,8
"60063I",10,6
"60066U",1,2
"60071B",1,7
"60075J",2,8
"60080O",3,6
"60082B",7,3
"60083Q",2,3
"60084Q",3,6
"60089E",4,3
"60094O",3,4
"60095H",3,14
"60106Z",7,2
"60111L",6,4
"60114M",3,2
"60115F",13,2
"60116O",1,2
"60118V",10,3
"60123P",2,8
"60124I",3,7
"60125A",8,7
"60131E",3,6
"60135B",4,3
"60137C",3,5
"60148S",7,3
"60149L",7,8
"60157B",6,1
"60162O",10,7
"60165Q",7,3
"60167W",3,6
"60174A",8,6
"60176W",6,1
"60177O",2,1
"60178I",1,2
"60184X",6,2
"60187C",6,2
"60188U",6,4
"60193G",2,14
"60197A",3,6
"60201J",1,3
"60202L",7,3
"60205F",3,10
"60206A",7,2
"60212E",1,6
"60215O",14,4
"60222K",3,2
"60226B",1,3
"60230O",5,6
"60233Q",5,3
"60236F",3,16
"60241P",14,4
"60244B",10,3
"60246Q",5,2
"60248K",12,3
"60251E",7,9
"60255F",9,7
"60257O",3,6
"60269X",2,6
"60272W",5,3
"60274L",6,3
"60283J",1,6
"60286Q",4,3
"60287L",4,6
"60289V",3,2
"60298X",6,3
"60308C",3,2
"60310N",3,6
"60311U",2,8
"60314I",6,4
"60315A",3,6
"60316R",4,6
"60320L",4,12
"60326N",4,3
"60332Q",3,2
"60333A",2,1
"60340H",3,8
"60346L",4,2
"60347V",1,2
"60352M",4,3
"60355J",14,1
"60360U",3,6
"60371N",3,5
"60375F",3,9
"60377W",6,3
"60379F",4,2
"60388B",2,1
"60390K",5,3
"60397K",1,3
"60414L",6,8
"60415E",3,6
"60421M",5,8
"60424M",4,3
"60425F",4,2
"60426W",3,6
"60428J",3,8
"60429B",3,6
"60431K",5,4
"60437O",3,6
"60438H",14,3
"60443J",2,3
"60444B",5,3
"60445S",5,3
"60450F",5,2
"60459O",7,3
"60463G",2,1
"60465N",7,6
"60469R",3,4
"60471B",6,3
"60472S",3,4
"60474E",3,6
"60475V",6,14
"60477G",4,3
"60483B",8,6
"60490W",2,1
"60491W",4,3
"60494Z",3,4
"60498L",2,1
"60500I",14,3
"60502R",2,3
"60503K",4,6
"60505U",2,5
"60512A",2,1
"60514P",9,3
"60515M",3,7
"60516K",3,14
"60524R",3,2
"60530B",7,14
"60531E",1,8
"60532A",2,1
"60534N",2,1
"60542A",5,3
"60551M",2,3
"60554G",1,2
"60558V",2,1
"60565H",2,4
"60566W",2,1
"60571C",3,8
"60573U",7,2
"60574M",3,6
"60581X",9,7
"60583P",4,6
"60594G",4,2
"60599U",14,7
"60606N",6,3
"60612W",3,2
"60616N",7,8
"60617J",3,2
"60622R",5,8
"60623J",3,6
"60626Q",2,3
"60635U",2,4
"60638O",2,9
"60639L",7,2
"60643F",3,8
"60645J",3,2
"60650U",14,3
"60656Z",5,3
"60664N",7,2
"60666W",1,2
"60670Z",4,2
"60677X",14,3
"60679C",2,3
"60680W",3,2
"60686I",10,3
"60698L",3,2
"60702K",6,3
"60705M",4,3
"60714I",3,6
"60715C",6,1
"60721X",8,2
"60744G",2,3
"60757G",3,6
"60762H",2,1
"60771W",3,1
"60781A",14,3
"60785U",6,3
"60791I",2,6
"60798O",3,2
"60799C",7,3
"60804X",2,6
"60810H",3,2
"60811W",12,6
"60815S",4,3
"60816B",7,8
"60817E",3,8
"60818V",4,6
"60822O",3,6
"60823H",3,8
"60827B",11,4
"60829L",12,3
"60830A",4,3
"60838Q",2,3
"60842K",8,3
"60849H",10,3
"60855K",4,3
"60856C",4,3
"60857U",4,14
"60858C",2,7
"60859U",5,7
"60870S",3,6
"60871L",3,4
"60872E",8,2
"60875G",2,4
"60880L",3,8
"60881E",14,3
"60882V",3,2
"60884J",4,6
"60897L",3,2
"60910F",3,1
"60912O",1,2
"60915W",3,7
"60917J",6,3
"60920N",8,6
"60921G",2,8
"60926R",2,6
"60934G",4,6
"60936N",4,2
"60937I",3,14
"60956A",2,5
"60962O",2,6
"60970Q",2,5
"60978G",2,5
"60982Z",2,5
"60988E",5,3
"60999S",5,2
"61000C",9,3
"61001U",5,3
"61006M",3,6
"61008W",3,6
"61014A",3,8
"61016K",3,6
"61018U",3,6
"61033E",3,6
"61034V",6,3
"61035N",2,3
"61038P",3,2
"61040Z",3,1
"61048N",3,6
"61054Q",3,2
"61056B",3,6
"61062F",3,6
"61067Q",6,3
"61071K",3,2
