"Permit.Number","Orig","Dest"
"66429M",18,3
"66430J",18,12
"66431B",18,4
"66511G",18,17
"66515L",18,4
"66516B",18,14
"66551I",18,4
"66556R",18,1
"66557C",18,7
"66585V",18,2
"66586G",18,14
"66587G",18,4
"66588P",18,14
"66589I",18,14
"66590F",18,4
"66591Q",18,14
"66592J",18,8
"66593B",18,3
"66594S",18,14
"66595L",18,14
"66596E",18,14
"66597V",18,14
"66598N",18,14
"66599G",18,14
"66600C",18,14
"66601U",18,14
"66602A",18,17
"66610A",18,6
"66611R",18,3
"66798N",18,2
"66799X",18,14
"66800U",18,14
"66801M",18,14
"66802F",18,14
"66803W",18,3
"66804O",18,14
"66805H",18,14
"66806Z",18,14
"66807Q",18,14
"66808J",18,14
"66809B",18,14
"66810R",18,14
"66811K",18,14
"66812C",18,14
"66813A",18,4
"66814U",18,6
"66844N",18,4
"66854J",18,2
"66862W",18,12
"66868U",18,3
"66874Z",18,14
"66875Q",18,14
"66876J",18,3
"66877X",18,1
"66879H",18,6
"66895R",18,4
"66896K",18,4
"66897C",18,12
"66902S",18,2
"66903B",18,14
"66904E",18,2
"66910N",18,2
"66912Q",18,2
"66914E",18,8
"66916E",18,3
"66917E",18,12
"66920F",18,4
"66925Q",18,4
"66926E",18,1
"66929L",18,12
"66930C",18,4
"66947Q",18,3
"66948O",18,12
"66949X",18,1
"66950X",18,12
"66951P",18,4
"66954R",18,12
"66956C",18,12
"66957W",18,9
"66962G",18,18
"66963N",18,18
"66964P",18,18
"66967R",18,18
"66968K",18,18
"66974N",18,18
"66975G",18,18
"66977K",18,18
"66978C",18,18
"66979U",18,18
"66980S",18,18
"66981E",18,18
"66982V",18,18
"66983N",18,18
"66984G",18,18
"66986P",18,18
"66987N",18,18
"66988A",18,18
"66989R",18,18
"66990J",18,18
"66991X",18,18
"66992S",18,18
"66993L",18,18
"66994E",18,18
"66996K",18,18
"66997L",18,18
"67001Q",18,18
"67002J",18,18
"67003B",18,18
"67004Z",18,18
"67006E",18,18
"67300G",18,18
"67307W",18,18
"67308O",18,18
"67320B",18,18
"67322L",18,18
"67323E",18,18
"67324V",18,18
"67325N",18,18
"67326G",18,18
"67327X",18,18
"67337X",18,18
"67340W",18,18
"67344C",18,18
"67347N",18,18
"67348L",18,18
"67349X",18,18
"67350U",18,18
"67507U",18,18
"67539X",18,18
"67542S",18,18
"67545B",18,18
"67569Q",18,18
"67570I",18,18
"67590E",18,18
"67594X",18,18
"67825B",18,18
"67872N",18,18
"67873L",18,18
"67874E",18,18
"67875V",18,18
"67876N",18,18
"68031O",18,18
"68057O",18,18
"68067M",18,18
"68069W",18,18
"68074I",18,18
"68075U",18,18
"68076R",18,18
"68123K",18,18
"68154M",18,18
"68161S",18,18
"68167V",18,18
"68173Z",18,18
"68174J",18,18
"68176E",18,18
"68179E",18,18
"68180U",18,18
"68181M",18,18
"68191F",18,18
"68192C",18,18
"68296I",18,18
"68317Z",18,18
"68318S",18,18
"68328J",18,18
"68331S",18,18
"68340V",18,18
"68754O",18,18
"68757A",18,18
"68758R",18,18
"68827P",18,18
"68828I",18,18
"68838G",18,18
"68848E",18,18
"68862U",18,18
"68870I",18,18
"68871C",18,18
"68881X",18,18
"68902C",18,18
"68903P",18,18
"68904B",18,18
"68905S",18,18
"68906B",18,18
"69044Z",18,18
"69045W",18,18
"69047G",18,18
"69050O",18,18
"69052B",18,18
"69096O",18,18
"69107V",18,18
"69126K",18,18
"69184F",18,18
"69200K",18,18
"69225W",18,18
"69396Q",18,18
"97839P",18,2
"97840H",18,2
"97841Z",18,1
"97842Q",18,18
"97843J",18,1
"97844B",18,1
"97845S",18,18
"97846L",18,1
"97847E",18,18
"97848V",18,1
"97849N",18,1
"97997B",18,1
"98110B",1,18
"98282F",1,18
"98357H",1,18
"98411U",1,18
"98413F",1,18
"98468G",18,1
"98546J",1,18
"98548S",18,18
"98549L",1,18
"98550C",1,18
"98551U",18,18
"98554W",1,18
"98555O",1,18
"98556H",1,18
"98557Z",1,18
"98558Q",2,18
"98559J",1,18
"98565M",1,18
"98573A",18,18
"98575K",1,18
"98576C",1,18
"98581N",1,18
"98587R",1,18
"98589C",6,18
"98592E",1,18
"98594N",18,18
"98595G",18,18
"98602H",18,18
"98607S",1,18
"98611M",1,18
"98612F",1,18
"98615H",18,18
"98620R",18,18
"98621K",1,18
"98623U",1,18
"98624M",1,18
"98627O",6,18
"98628H",1,18
"98630P",1,18
"98632A",18,18
"98634K",1,18
"98635C",1,18
"98636U",18,18
"98642X",1,18
"98643P",1,18
"98647K",6,18
"98648C",1,18
"98649U",18,18
"98651E",1,18
"98653N",14,18
"98655X",1,18
"98656P",18,18
"98658A",18,18
"98661B",18,18
"98663L",1,18
"98666N",6,18
"98669P",2,18
"98670H",18,18
"98672Q",1,18
"98673J",1,18
"98674B",1,18
"98678V",3,18
"98683H",1,18
"98684Z",1,18
"98685Q",1,18
"98686J",1,18
"98689L",1,18
"98691U",1,18
"98694W",18,18
"98696H",1,18
"98699J",1,18
"98702P",1,18
"98703I",1,18
"98704A",7,18
"98709M",1,18
"98710E",1,18
"98712N",1,18
"98719K",1,18
"98720B",1,18
"98721S",1,18
"98722L",1,18
"98724V",3,18
"98726G",1,18
"98727X",1,18
"98728P",1,18
"98729I",1,18
"98730Z",1,18
"98732J",6,18
"98733B",1,18
"98734S",1,18
"98735L",1,18
"98736E",1,18
"98737V",1,18
"98738N",1,18
"98740W",1,18
"98744Q",1,18
"98747S",2,18
"98748L",18,18
"98750U",1,18
"98751M",1,18
"98752F",1,18
"98754O",1,18
"98755H",2,18
"98756Z",1,18
"98761K",18,18
"98763U",2,18
"98765F",1,18
"98768H",1,18
"98773R",6,18
"98774K",18,18
"98776U",3,18
"98777M",1,18
"98783P",1,18
"98786R",3,18
"98788C",1,18
"98789U",1,18
"98792V",1,18
"98794G",1,18
"98798A",18,18
"98799R",18,18
"98800O",1,18
"98803Q",18,18
"98806S",18,18
"98808E",1,18
"98810M",1,18
"98811F",1,18
"98814H",1,18
"98816Q",1,18
"98817J",6,18
"98818B",3,18
"98819S",1,18
"98825W",1,18
"98826O",18,18
"98830I",1,18
"98831A",1,18
"98832R",1,18
"98833K",18,18
"98834C",1,18
"98837F",6,18
"98841X",1,18
"98846K",2,18
"98847C",1,18
"98848U",1,18
"98849M",6,18
"98852N",1,18
"98853G",1,18
"98856I",18,18
"98857A",1,18
"98860B",1,18
"98861S",1,18
"98863E",1,18
"98865N",7,18
"98866G",1,18
"98867X",1,18
"98870Z",1,18
"98874S",1,18
"98876E",3,18
"98877V",8,18
"98878N",1,18
"98879G",1,18
"98886B",1,18
"98888L",1,18
"98891M",1,18
"98896Z",1,18
"98897Q",1,18
"98899B",1,18
"98900X",1,18
"98906C",1,18
"98908M",1,18
"98912G",1,18
"98913X",1,18
"98915I",18,18
"98916A",1,18
"98917R",1,18
"98918K",2,18
"98919C",1,18
"98920S",6,18
"98921L",1,18
"98923V",3,18
"98924N",18,18
"98926X",18,18
"98927P",18,18
"98928I",1,18
"98929A",2,18
"98932B",1,18
"98935E",18,18
"98937N",18,18
"98938G",16,18
"98940O",1,18
"98942Z",1,18
"98945B",1,18
"98946S",18,18
"98950M",18,18
"98952W",2,18
"98953O",1,18
"98955Z",1,18
"98957J",1,18
"98958B",2,18
"98963M",1,18
"98964F",1,18
"98967H",18,18
"98972R",1,18
"98973K",1,18
"98974C",18,18
"98975U",2,18
"98978W",18,18
"98980G",1,18
"98981X",1,18
"98982P",1,18
"98983I",2,18
"98985R",1,18
"98986K",18,18
"98987C",2,18
"98988U",1,18
"98989M",1,18
"98990E",18,18
"98991V",2,18
"98993G",18,18
"98994X",18,18
"98995P",1,18
"98997A",1,18
"99001L",18,18
"99006X",1,18
"99012B",18,18
"99013S",1,18
"99014L",1,18
"99015E",18,18
"99016V",18,18
"99017N",18,18
"99020O",1,18
"99024J",1,18
"99025B",2,18
"99027L",1,18
"99028E",1,18
"99031F",1,18
"99033O",1,18
"99036Q",1,18
"99037J",1,18
"99041C",1,18
"99042U",1,18
"99043M",2,18
"99045W",1,18
"99049Q",1,18
"99054C",2,18
"99057F",1,18
"99059O",1,18
"99060G",1,18
"99062P",1,18
"99064A",1,18
"99065R",1,18
"99066K",1,18
"99067C",1,18
"99068U",1,18
"99071V",1,18
"99072N",1,18
"99073G",1,18
"99074X",18,18
"99076I",18,18
"99077A",18,18
"99078R",1,18
"99079K",1,18
"99080B",18,18
"99086G",18,18
"99088P",1,18
"99089I",2,18
"99090Z",18,18
"99091Q",1,18
"99094S",1,18
"99098N",1,18
"99100C",1,18
"99101U",2,18
"99105O",1,18
"99108Q",18,18
"99109J",1,18
"99111R",1,18
"99114U",2,18
"99115M",1,18
"99118O",1,18
"99120X",2,18
"99121P",1,18
"99124R",1,18
"99125K",1,18
"99127U",1,18
"99128M",18,18
"99138K",1,18
"99140S",18,18
"99141L",18,18
"99142E",18,18
"99144N",1,18
"99146X",1,18
"99147P",1,18
"99151J",18,18
"99152B",14,18
"99158G",18,18
"99162Z",1,18
"99163Q",1,18
"99165B",18,18
"99169V",8,18
"99170M",1,18
"99173O",1,18
"99176Q",1,18
"99179S",1,18
"99181C",1,18
"99186O",8,18
"99188Z",18,18
"99191A",1,18
"99192R",18,18
"99194C",1,18
"99195U",1,18
"99197F",1,18
"99199O",1,18
"99200L",1,18
"99201E",18,18
"99203N",1,18
"99208A",1,18
"99209R",1,18
"99210J",1,18
"99211B",1,18
"99214E",18,18
"99218X",1,18
"99219P",1,18
"99220H",18,18
"99221Z",1,18
"99223J",1,18
"99224B",18,18
"99227E",1,18
"99228V",8,18
"99232O",18,18
"99236J",1,18
"99237B",18,18
"99238S",17,18
"99246H",1,18
"99247Z",1,18
"99249J",8,18
"99253C",1,18
"99255M",1,18
"99257W",1,18
"99258O",18,18
"99259H",1,18
"99260X",1,18
"99262I",1,18
"99264R",18,18
"99265K",18,18
"99266C",1,18
"99269F",1,18
"99270V",1,18
"99271N",18,18
"99272G",18,18
"99273X",6,18
"99275I",14,18
"99276A",1,18
"99278K",8,18
"99283V",18,18
"99284N",1,18
"99285G",1,18
"99287P",18,18
"99289A",18,18
"99291J",18,18
"99292B",1,18
"99293S",1,18
"99295E",1,18
"99296V",1,18
"99298G",1,18
"99299X",18,18
"99302F",1,18
"99304O",18,18
"99308J",18,18
"99311K",1,18
"99316W",1,18
"99317O",1,18
"99321I",1,18
"99323R",18,18
"99325C",1,18
"99326U",1,18
"99332X",1,18
"99339U",18,18
"99340L",1,18
"99342V",18,18
"99343N",1,18
"99345X",1,18
"99347I",1,18
"99348A",1,18
"99349R",1,18
"99352S",3,18
"99353L",6,18
"99354E",18,18
"99359P",18,18
"99362Q",1,18
"99363J",18,18
"99364B",1,18
"99367E",3,18
"99368V",18,18
"99373H",18,18
"99374Z",1,18
"99377B",1,18
"99379L",1,18
"99380C",1,18
"99382M",1,18
"99383F",18,18
"99384W",18,18
"99386H",1,18
"99387Z",1,18
"99388Q",1,18
"99389J",18,18
"99390A",1,18
"99391R",1,18
"99392K",1,18
"99393C",2,18
"99394U",18,18
"99395M",1,18
"99396F",18,18
"99398O",1,18
"99399H",1,18
"99400E",1,18
"99401V",18,18
"99402N",1,18
"99403G",2,18
"99404X",2,18
"99405P",2,18
"99406I",1,18
"99408R",1,18
"99409K",1,18
"99411S",1,18
"99412L",18,18
"99413E",1,18
"99414V",1,18
"99416G",1,18
"99417X",18,18
"99418P",1,18
"99419I",1,18
"99420Z",1,18
"99421Q",1,18
"99422J",1,18
"99423B",1,18
"99426E",18,18
"99428N",1,18
"99431O",18,18
"99433Z",1,18
"99435J",1,18
"99438L",1,18
"99440U",1,18
"99441M",1,18
"99442F",18,18
"99444O",1,18
"99445H",1,18
"99446Z",1,18
"99448J",1,18
"99450R",1,18
"99451K",1,18
"99453U",1,18
"99454M",18,18
"99455F",18,18
"99458H",1,18
"99460P",1,18
"99464K",1,18
"99465C",1,18
"99466U",1,18
"99467M",1,18
"99468F",1,18
"99469W",1,18
"99470N",1,18
"99472X",1,18
"99473P",18,18
"99474I",1,18
"99475A",18,18
"99476R",1,18
"99479U",1,18
"99480L",18,18
"99482V",1,18
"99483N",1,18
"99487I",1,18
"99488A",1,18
"99489R",1,18
"99490J",1,18
"99491B",18,1
"99492S",1,18
"99496N",18,18
"99497G",1,18
"99498X",1,18
"99499P",1,18
"99500M",1,18
"99503O",2,18
"99505Z",1,18
"99506Q",1,18
"99507J",1,18
"99508B",1,18
"99509S",1,18
"99512U",1,18
"99516O",1,18
"99521A",1,18
"99522R",1,18
"99524C",1,18
"99536K",1,18
"99539M",1,18
"99540E",1,18
"99544X",18,18
"99549K",18,18
"99555N",1,18
"99556G",1,18
"99562J",18,18
"99566E",1,18
"99567V",1,18
"99568N",1,18
"99577S",1,18
"99581M",18,18
"99588J",14,18
"99592C",1,18
"99595F",1,18
"99600V",1,18
"99604P",1,18
"99608K",1,18
"99612E",1,18
"99617P",1,18
"99618I",1,18
"99621J",1,18
"99622B",1,18
"99627N",18,18
"99629X",1,18
"99631H",1,18
"99633Q",18,18
"99634J",1,18
"99635B",1,18
"99639V",1,18
"99640M",1,18
"99644H",1,18
"99645Z",18,18
"99657H",1,18
"99659Q",18,18
"99676K",1,18
"99677C",1,18
"99682N",18,18
"99686I",1,18
"99697X",1,18
"99699I",1,18
"99700F",1,18
"99712M",18,18
"99726F",18,18
"99728O",1,18
"99730X",1,18
"99735K",18,18
"99740V",1,18
"99748K",1,18
"99756X",1,18
"99757P",3,18
"99759A",1,18
"99760Q",6,18
"99765E",18,18
"99772Z",1,18
"99775B",18,18
"99776S",1,18
"99777L",1,18
"99781F",1,18
"99785Z",1,18
"99786Q",18,18
"99790K",1,18
"99793M",1,18
"99794F",1,18
"99798Z",1,18
"99800N",1,18
"99801G",1,18
"99805A",1,18
"99807K",1,18
"99808C",1,18
"99811E",14,18
"99812V",1,18
"99813N",1,18
"99814G",1,18
"99815X",3,18
"99818A",1,18
"99820J",1,18
"99823L",18,18
"99829P",18,18
"99834B",1,18
"99843H",1,18
"99851U",18,1
"99852M",1,18
"99856H",1,18
"99858Q",1,18
"99861R",18,18
"99864U",1,18
"99865M",18,18
"99867W",1,18
"99875K",1,18
"99881N",1,18
"99882G",1,18
"99885I",1,18
"99886A",1,18
"99887R",1,18
"99893V",1,18
"99903Z",18,18
"99904Q",18,18
"99905J",18,18
"99907S",1,18
"99911M",1,18
"99913W",1,18
"99914O",1,18
"99918J",1,18
"99919B",18,18
"99922C",18,18
"99927O",1,18
"99928H",18,18
"99937M",1,18
"99938F",1,18
"99945A",1,18
"99946R",1,18
"99947K",1,18
"99950L",1,18
"99953N",1,18
"99957I",1,18
"99958A",18,18
"99960J",18,18
"99961B",1,18
"99962S",1,18
"99964E",1,18
"99965V",1,18
"99966N",1,18
"99971Z",3,18
"99972Q",18,1
"99973J",1,18
"99974B",18,1
"99975S",18,1
"99976L",18,18
"99977E",18,1
"99978V",18,1
"99979N",18,1
"99980F",18,1
"99981W",18,2
"99982O",18,1
"99983H",18,18
"99984Z",18,1
"99985Q",18,18
"99986J",18,18
"99987B",18,18
"99988S",18,1
"99989L",18,2
"99990C",18,18
"99991U",18,1
"99992M",18,1
"99993F",18,1
"99994W",18,1
"99995O",18,1
"99996H",18,1
"99997Z",18,1
"99998Q",18,1
"99999J",18,1
"18",18,18
