"Permit.Number","Orig","Dest"
"98849M",18,18
"98850E",1,18
"98852N",18,18
"98853G",18,18
"98854X",1,18
"98856I",18,18
"98857A",18,18
"98858R",8,18
"98860B",18,18
"98861S",18,18
"98863E",18,18
"98864V",1,18
"98865N",18,18
"98866G",18,18
"98867X",18,18
"98868P",1,18
"98869I",1,18
"98870Z",18,18
"98871Q",1,18
"98872J",1,18
"98874S",18,18
"98875L",1,18
"98876E",18,18
"98877V",18,18
"98878N",18,18
"98879G",18,18
"98885J",3,18
"98886B",18,18
"98887S",1,18
"98888L",18,18
"98889E",2,18
"98890U",1,18
"98891M",18,18
"98894O",1,18
"98895H",1,18
"98896Z",18,18
"98897Q",18,18
"98898J",1,18
"98899B",18,18
"98900X",18,18
"98901P",1,18
"98902I",1,18
"98906C",18,18
"98907U",1,18
"98908M",18,18
"98911N",1,18
"98912G",18,18
"98913X",18,18
"98915I",18,18
"98916A",18,18
"98917R",18,18
"98918K",18,18
"98919C",18,18
"98920S",18,18
"98921L",18,18
"98922E",1,18
"98923V",18,18
"98924N",18,18
"98925G",2,18
"98926X",18,18
"98927P",18,18
"98928I",18,18
"98929A",18,18
"98931J",2,18
"98932B",18,18
"98933S",1,18
"98934L",1,18
"98935E",18,18
"98937N",18,18
"98938G",18,18
"98939X",1,18
"98940O",18,18
"98941H",1,18
"98942Z",18,18
"98943Q",2,18
"98944J",1,18
"98945B",18,18
"98946S",18,18
"98950M",18,18
"98951F",2,18
"98952W",18,18
"98953O",18,18
"98954H",1,18
"98955Z",18,18
"98956Q",14,18
"98957J",18,18
"98958B",18,18
"98963M",18,18
"98964F",18,18
"98966O",1,18
"98967H",18,18
"98969Q",1,18
"98970I",1,18
"98971A",1,18
"98972R",18,18
"98973K",18,18
"98974C",18,18
"98975U",18,18
"98976M",1,18
"98978W",18,18
"98980G",18,18
"98981X",18,18
"98982P",18,18
"98983I",18,18
"98985R",18,18
"98986K",18,18
"98987C",18,18
"98988U",18,18
"98989M",18,18
"98990E",18,18
"98991V",18,18
"98993G",18,18
"98994X",18,18
"98995P",18,18
"98997A",18,18
"99000S",2,18
"99001L",18,18
"99002E",2,18
"99003V",1,18
"99004N",2,18
"99006X",18,18
"99008I",2,18
"99010Q",1,18
"99011J",2,18
"99012B",18,18
"99013S",18,18
"99014L",18,18
"99015E",18,18
"99016V",18,18
"99017N",18,18
"99018G",1,18
"99019X",8,18
"99020O",18,18
"99021H",1,18
"99023Q",1,18
"99024J",18,18
"99025B",18,18
"99027L",18,18
"99028E",18,18
"99029V",1,18
"99030M",1,18
"99031F",18,18
"99032W",1,18
"99033O",18,18
"99036Q",18,18
"99037J",18,18
"99038B",1,18
"99040K",1,18
"99041C",18,18
"99042U",18,18
"99043M",18,18
"99044F",1,18
"99045W",18,18
"99047H",2,18
"99049Q",18,18
"99050I",1,18
"99053K",1,18
"99054C",18,18
"99056M",2,18
"99057F",18,18
"99059O",18,18
"99060G",18,18
"99062P",18,18
"99063I",2,18
"99064A",18,18
"99065R",18,18
"99066K",18,18
"99067C",18,18
"99068U",18,18
"99070E",3,18
"99071V",18,18
"99072N",18,18
"99073G",18,18
"99074X",18,18
"99075P",1,18
"99076I",18,18
"99077A",18,18
"99078R",18,18
"99079K",18,18
"99080B",18,18
"99081S",1,18
"99082L",1,18
"99083E",1,18
"99086G",18,18
"99088P",18,18
"99089I",18,18
"99090Z",18,18
"99091Q",18,18
"99093B",1,18
"99094S",18,18
"99095L",3,18
"99097V",3,18
"99098N",18,18
"99100C",18,18
"99101U",18,18
"99103F",1,18
"99104W",1,18
"99105O",18,18
"99106H",2,18
"99108Q",18,18
"99109J",18,18
"99111R",18,18
"99112K",1,18
"99113C",3,18
"99114U",18,18
"99115M",18,18
"99118O",18,18
"99120X",18,18
"99121P",18,18
"99122I",1,18
"99124R",18,18
"99125K",18,18
"99127U",18,18
"99128M",18,18
"99129F",1,18
"99130V",1,18
"99131N",1,18
"99132G",1,18
"99133X",1,18
"99138K",18,18
"99140S",18,18
"99141L",18,18
"99142E",18,18
"99143V",1,18
"99144N",18,18
"99145G",2,18
"99146X",18,18
"99147P",18,18
"99148I",1,18
"99149A",1,18
"99150Q",1,18
"99151J",18,18
"99152B",18,18
"99153S",1,18
"99158G",18,18
"99160O",1,18
"99162Z",18,18
"99163Q",18,18
"99164J",8,18
"99165B",18,18
"99166S",1,18
"99167L",1,18
"99169V",18,18
"99170M",18,18
"99171F",1,18
"99172W",1,18
"99173O",18,18
"99174H",8,18
"99176Q",18,18
"99179S",18,18
"99181C",18,18
"99183M",1,18
"99184F",1,18
"99185W",1,18
"99186O",18,18
"99188Z",18,18
"99189Q",1,18
"99190I",1,18
"99191A",18,18
"99192R",18,18
"99194C",18,18
"99195U",18,18
"99197F",18,18
"99198W",1,18
"99199O",18,18
"99200L",18,18
"99201E",18,18
"99202V",1,18
"99203N",18,18
"99204G",1,18
"99205X",1,18
"99206P",1,18
"99207I",8,18
"99208A",18,18
"99209R",18,18
"99210J",18,18
"99211B",18,18
"99214E",18,18
"99217G",1,18
"99218X",18,18
"99219P",18,18
"99220H",18,18
"99221Z",18,18
"99222Q",1,18
"99223J",18,18
"99224B",18,18
"99227E",18,18
"99228V",18,18
"99229N",1,18
"99230F",1,18
"99231W",1,18
"99232O",18,18
"99236J",18,18
"99237B",18,18
"99238S",18,18
"99244W",1,18
"99245O",1,18
"99246H",18,18
"99247Z",18,18
"99249J",18,18
"99250A",6,18
"99252K",1,18
"99253C",18,18
"99254U",1,18
"99255M",18,18
"99256F",1,18
"99257W",18,18
"99258O",18,18
"99259H",18,18
"99260X",18,18
"99262I",18,18
"99264R",18,18
"99265K",18,18
"99266C",18,18
"99269F",18,18
"99270V",18,18
"99271N",18,18
"99272G",18,18
"99273X",18,18
"99275I",18,18
"99276A",18,18
"99277R",1,18
"99278K",18,18
"99280S",1,18
"99281L",1,18
"99283V",18,18
"99284N",18,18
"99285G",18,18
"99287P",18,18
"99289A",18,18
"99290Q",1,18
"99291J",18,18
"99292B",18,18
"99293S",18,18
"99295E",18,18
"99296V",18,18
"99298G",18,18
"99299X",18,18
"99301M",1,18
"99302F",18,18
"99304O",18,18
"99308J",18,18
"99310R",1,18
"99311K",18,18
"99313U",1,18
"99316W",18,18
"99317O",18,18
"99321I",18,18
"99322A",1,18
"99323R",18,18
"99324K",1,18
"99325C",18,18
"99326U",18,18
"99328F",1,18
"99329W",1,18
"99330N",2,18
"99332X",18,18
"99336R",1,18
"99337K",1,18
"99339U",18,18
"99340L",18,18
"99342V",18,18
"99343N",18,18
"99345X",18,18
"99346P",1,18
"99347I",18,18
"99348A",18,18
"99349R",18,18
"99350J",1,18
"99352S",18,18
"99353L",18,18
"99354E",18,18
"99355V",1,18
"99359P",18,18
"99360H",1,18
"99362Q",18,18
"99363J",18,18
"99364B",18,18
"99365S",2,18
"99366L",1,18
"99367E",18,18
"99368V",18,18
"99370F",1,18
"99372O",2,18
"99373H",18,18
"99374Z",18,18
"99377B",18,18
"99378S",1,18
"99379L",18,18
"99380C",18,18
"99381U",1,18
"99382M",18,18
"99383F",18,18
"99384W",18,18
"99385O",1,18
"99386H",18,18
"99387Z",18,18
"99388Q",18,18
"99389J",18,18
"99390A",18,18
"99391R",18,18
"99392K",18,18
"99393C",18,18
"99394U",18,18
"99395M",18,18
"99396F",18,18
"99397W",1,18
"99398O",18,18
"99399H",18,18
"99400E",18,18
"99401V",18,18
"99402N",18,18
"99403G",18,18
"99404X",18,18
"99405P",18,18
"99406I",18,18
"99407A",1,18
"99408R",18,18
"99409K",18,18
"99410B",1,18
"99411S",18,18
"99412L",18,18
"99413E",18,18
"99414V",18,18
"99415N",1,18
"99416G",18,18
"99417X",18,18
"99418P",18,18
"99419I",18,18
"99420Z",18,18
"99421Q",18,18
"99422J",18,18
"99423B",18,18
"99425L",1,18
"99426E",18,18
"99427V",1,18
"99428N",18,18
"99430W",1,18
"99431O",18,18
"99432H",1,18
"99433Z",18,18
"99434Q",1,18
"99435J",18,18
"99436B",1,18
"99438L",18,18
"99440U",18,18
"99441M",18,18
"99442F",18,18
"99444O",18,18
"99445H",18,18
"99446Z",18,18
"99447Q",2,18
"99448J",18,18
"99449B",1,18
"99450R",18,18
"99451K",18,18
"99452C",1,18
"99453U",18,18
"99454M",18,18
"99455F",18,18
"99457O",1,18
"99458H",18,18
"99459Z",1,18
"99460P",18,18
"99461I",1,18
"99462A",1,18
"99463R",1,18
"99464K",18,18
"99465C",18,18
"99466U",18,18
"99467M",18,18
"99468F",18,18
"99469W",18,18
"99470N",18,18
"99471G",1,18
"99472X",18,18
"99473P",18,18
"99474I",18,18
"99475A",18,18
"99476R",18,18
"99477K",1,18
"99478C",1,18
"99479U",18,18
"99480L",18,18
"99481E",1,18
"99482V",18,18
"99483N",18,18
"99487I",18,18
"99488A",18,18
"99489R",18,18
"99490J",18,18
"99492S",18,18
"99495V",1,18
"99496N",18,18
"99497G",18,18
"99498X",18,18
"99499P",18,18
"99500M",18,18
"99501F",1,18
"99503O",18,18
"99505Z",18,18
"99506Q",18,18
"99507J",18,18
"99508B",18,18
"99509S",18,18
"99510K",1,18
"99511C",1,18
"99512U",18,18
"99513M",1,18
"99514F",1,18
"99515W",1,18
"99516O",18,18
"99517H",1,18
"99520I",1,18
"99521A",18,18
"99522R",18,18
"99524C",18,18
"99525U",1,18
"99526M",1,18
"99530G",1,18
"99531X",1,18
"99532P",1,18
"99536K",18,18
"99537C",1,18
"99538U",1,18
"99539M",18,18
"99540E",18,18
"99541V",1,18
"99542N",1,18
"99543G",1,18
"99544X",18,18
"99545P",1,18
"99547A",1,18
"99549K",18,18
"99551S",2,18
"99552L",1,18
"99554V",1,18
"99555N",18,18
"99556G",18,18
"99558P",1,18
"99560Z",1,18
"99562J",18,18
"99563B",1,18
"99565L",1,18
"99566E",18,18
"99567V",18,18
"99568N",18,18
"99573Z",1,18
"99576B",1,18
"99577S",18,18
"99578L",1,18
"99580U",1,18
"99581M",18,18
"99583W",1,18
"99586Z",1,18
"99587Q",1,18
"99588J",18,18
"99589B",1,18
"99591K",1,18
"99592C",18,18
"99595F",18,18
"99596W",1,18
"99598H",1,18
"99600V",18,18
"99601N",1,18
"99603X",1,18
"99604P",18,18
"99605I",1,18
"99608K",18,18
"99609C",1,18
"99612E",18,18
"99613V",1,18
"99615G",1,18
"99616X",1,18
"99617P",18,18
"99618I",18,18
"99621J",18,18
"99622B",18,18
"99623S",1,18
"99624L",1,18
"99625E",1,18
"99626V",14,18
"99627N",18,18
"99629X",18,18
"99631H",18,18
"99632Z",1,18
"99633Q",18,18
"99634J",18,18
"99635B",18,18
"99638E",1,18
"99639V",18,18
"99640M",18,18
"99643O",1,18
"99644H",18,18
"99645Z",18,18
"99646Q",1,18
"99648B",1,18
"99652U",1,18
"99653M",1,18
"99657H",18,18
"99659Q",18,18
"99661A",1,18
"99662R",1,18
"99663K",1,18
"99665U",1,18
"99668W",3,18
"99669O",1,18
"99670G",1,18
"99674A",1,18
"99676K",18,18
"99677C",18,18
"99680E",1,18
"99682N",18,18
"99683G",1,18
"99684X",1,18
"99685P",1,18
"99686I",18,18
"99688R",1,18
"99689K",1,18
"99690B",1,18
"99691S",1,18
"99694V",1,18
"99697X",18,18
"99699I",18,18
"99700F",18,18
"99701W",3,18
"99706J",1,18
"99707B",1,18
"99712M",18,18
"99714W",1,18
"99717Z",1,18
"99721R",1,18
"99722K",1,18
"99726F",18,18
"99728O",18,18
"99729H",1,18
"99730X",18,18
"99732I",1,18
"99733A",1,18
"99735K",18,18
"99736C",1,18
"99738M",1,18
"99739F",1,18
"99740V",18,18
"99741N",8,18
"99743X",1,18
"99745I",1,18
"99746A",1,18
"99748K",18,18
"99751L",1,18
"99753V",1,18
"99756X",18,18
"99757P",18,18
"99758I",2,18
"99759A",18,18
"99760Q",18,18
"99762B",1,18
"99764L",1,18
"99765E",18,18
"99766V",1,18
"99768G",1,18
"99769X",1,18
"99770O",1,18
"99772Z",18,18
"99775B",18,18
"99776S",18,18
"99777L",18,18
"99781F",18,18
"99783O",1,18
"99784H",1,18
"99785Z",18,18
"99786Q",18,18
"99787J",1,18
"99788B",1,18
"99789S",1,18
"99790K",18,18
"99793M",18,18
"99794F",18,18
"99795W",1,18
"99796O",1,18
"99798Z",18,1
"99799Q",1,18
"99800N",18,18
"99801G",18,18
"99804I",1,18
"99805A",18,18
"99807K",18,18
"99808C",18,18
"99810L",1,18
"99811E",18,18
"99812V",18,18
"99813N",18,18
"99814G",18,18
"99815X",18,18
"99817I",1,18
"99818A",18,18
"99820J",18,18
"99823L",18,18
"99825V",2,18
"99829P",18,18
"99831Z",1,18
"99834B",18,18
"99835S",1,18
"99836L",1,18
"99841W",1,18
"99842O",1,18
"99843H",18,18
"99848S",1,18
"99849L",1,18
"99851U",1,18
"99852M",18,18
"99853F",1,18
"99856H",18,18
"99858Q",18,18
"99859J",1,18
"99860A",1,18
"99861R",18,18
"99863C",1,18
"99864U",18,18
"99865M",18,18
"99867W",18,18
"99870X",1,18
"99872I",1,18
"99875K",18,18
"99877U",1,18
"99880V",1,18
"99881N",18,18
"99882G",18,18
"99883X",1,18
"99885I",18,18
"99886A",18,18
"99887R",18,18
"99891L",1,18
"99893V",18,1
"99896X",1,18
"99898I",2,18
"99900W",1,18
"99901O",1,18
"99902H",1,18
"99903Z",18,18
"99904Q",18,18
"99905J",18,18
"99907S",18,18
"99909E",1,18
"99911M",18,18
"99913W",18,18
"99914O",18,18
"99918J",18,18
"99919B",18,18
"99920R",1,18
"99922C",18,18
"99924M",1,18
"99926W",1,18
"99927O",18,18
"99928H",18,18
"99931I",1,18
"99935C",1,18
"99937M",18,18
"99938F",18,18
"99940N",1,18
"99942X",1,18
"99945A",18,18
"99946R",18,18
"99947K",18,18
"99950L",18,18
"99952V",1,18
"99953N",18,18
"99956P",1,18
"99957I",18,18
"99958A",18,18
"99959R",1,18
"99960J",18,18
"99961B",18,18
"99962S",18,18
"99963L",1,18
"99964E",18,18
"99965V",18,18
"99966N",18,18
"99971Z",18,18
"99972Q",1,18
"99973J",18,18
"99976L",18,18
"99977E",1,18
"99980F",1,18
"99983H",18,18
"99984Z",1,18
"99985Q",18,18
"99986J",18,18
"99987B",18,18
"99990C",18,18
"99992M",1,18
"99994W",1,18
"18",18,18
