"Permit.Number","Orig","Dest"
"99450R",18,18
"99451K",18,18
"99452C",18,18
"99453U",18,18
"99454M",18,18
"99455F",18,18
"99457O",18,18
"99458H",18,18
"99459Z",18,18
"99460P",18,18
"99461I",18,18
"99462A",18,18
"99463R",18,18
"99464K",18,18
"99465C",18,18
"99466U",18,18
"99467M",18,18
"99468F",18,18
"99469W",18,18
"99470N",18,18
"99471G",18,18
"99472X",18,18
"99473P",18,18
"99474I",18,18
"99475A",18,18
"99476R",18,18
"99477K",18,18
"99478C",18,18
"99479U",18,18
"99480L",18,18
"99481E",18,18
"99482V",18,18
"99483N",18,18
"99484G",1,18
"99485X",1,18
"99486P",1,18
"99487I",18,18
"99488A",18,18
"99489R",18,18
"99490J",18,18
"99492S",18,18
"99493L",1,18
"99494E",1,18
"99495V",18,18
"99496N",18,18
"99497G",18,18
"99498X",18,18
"99499P",18,18
"99500M",18,18
"99501F",18,18
"99502W",1,18
"99503O",18,18
"99504H",1,18
"99505Z",18,18
"99506Q",18,18
"99507J",18,18
"99508B",18,18
"99509S",18,18
"99510K",18,18
"99511C",18,18
"99512U",18,18
"99513M",18,18
"99514F",18,18
"99515W",18,18
"99516O",18,18
"99517H",18,18
"99518Z",1,18
"99519Q",1,18
"99520I",18,18
"99521A",18,18
"99522R",18,18
"99523K",1,18
"99524C",18,18
"99525U",18,18
"99526M",18,18
"99527F",1,18
"99529O",1,18
"99530G",18,18
"99531X",18,18
"99532P",18,18
"99535R",1,18
"99536K",18,18
"99537C",18,18
"99538U",18,18
"99539M",18,18
"99540E",18,18
"99541V",18,18
"99542N",18,18
"99543G",18,18
"99544X",18,18
"99545P",18,18
"99546I",1,18
"99547A",18,18
"99549K",18,18
"99551S",18,18
"99552L",18,18
"99554V",18,18
"99555N",18,18
"99556G",18,18
"99558P",18,1
"99559I",1,18
"99560Z",18,18
"99562J",18,18
"99563B",18,18
"99564S",1,18
"99565L",18,18
"99566E",18,18
"99567V",18,18
"99568N",18,18
"99572H",1,18
"99573Z",18,18
"99576B",18,18
"99577S",18,18
"99578L",18,18
"99579E",1,18
"99580U",18,18
"99581M",18,18
"99582F",1,18
"99583W",18,18
"99586Z",18,18
"99587Q",18,18
"99588J",18,18
"99589B",18,18
"99590R",1,18
"99591K",18,18
"99592C",18,18
"99594M",2,18
"99595F",18,18
"99596W",18,18
"99598H",18,18
"99599Z",1,18
"99600V",18,18
"99601N",18,18
"99602G",1,18
"99603X",18,18
"99604P",18,18
"99605I",18,18
"99606A",1,18
"99608K",18,18
"99609C",18,18
"99610S",1,18
"99612E",18,18
"99613V",18,3
"99615G",18,18
"99616X",18,18
"99617P",18,18
"99618I",18,18
"99621J",18,18
"99622B",18,18
"99623S",18,18
"99624L",18,18
"99625E",18,18
"99626V",18,18
"99627N",18,18
"99628G",1,18
"99629X",18,18
"99630O",1,18
"99631H",18,18
"99632Z",18,18
"99633Q",18,18
"99634J",18,18
"99635B",18,18
"99637L",1,18
"99638E",18,18
"99639V",18,18
"99640M",18,18
"99643O",18,18
"99644H",18,18
"99645Z",18,18
"99646Q",18,18
"99648B",18,18
"99652U",18,18
"99653M",18,18
"99654F",1,18
"99655W",1,18
"99657H",18,18
"99659Q",18,18
"99661A",18,18
"99662R",18,18
"99663K",18,18
"99665U",18,18
"99668W",18,18
"99669O",18,18
"99670G",18,18
"99671X",1,18
"99674A",18,18
"99676K",18,18
"99677C",18,18
"99680E",18,18
"99682N",18,18
"99683G",18,18
"99684X",18,18
"99685P",18,18
"99686I",18,18
"99688R",18,18
"99689K",18,18
"99690B",18,18
"99691S",18,18
"99694V",18,18
"99695N",1,18
"99697X",18,18
"99698P",1,18
"99699I",18,18
"99700F",18,18
"99701W",18,18
"99703H",1,18
"99705Q",1,18
"99706J",18,18
"99707B",18,1
"99709L",1,18
"99712M",18,18
"99713F",1,18
"99714W",18,18
"99716H",1,18
"99717Z",18,18
"99718Q",1,18
"99721R",18,18
"99722K",18,18
"99726F",18,18
"99727W",1,18
"99728O",18,18
"99729H",18,18
"99730X",18,18
"99731P",1,18
"99732I",18,18
"99733A",18,18
"99735K",18,18
"99736C",18,18
"99738M",18,18
"99739F",18,18
"99740V",18,18
"99741N",18,18
"99743X",18,18
"99745I",18,18
"99746A",18,18
"99748K",18,18
"99750S",1,18
"99751L",18,18
"99752E",3,18
"99753V",18,18
"99756X",18,18
"99757P",18,18
"99758I",18,18
"99759A",18,18
"99760Q",18,18
"99762B",18,18
"99764L",18,18
"99765E",18,18
"99766V",18,18
"99768G",18,18
"99769X",18,18
"99770O",18,18
"99772Z",18,18
"99773Q",1,18
"99774J",1,18
"99775B",18,18
"99776S",18,18
"99777L",18,18
"99781F",18,18
"99783O",18,18
"99784H",18,18
"99785Z",18,18
"99786Q",18,18
"99787J",18,18
"99788B",18,18
"99789S",18,18
"99790K",18,18
"99792U",1,18
"99793M",18,18
"99794F",18,18
"99795W",18,18
"99796O",18,18
"99798Z",1,18
"99799Q",18,18
"99800N",18,18
"99801G",18,18
"99804I",18,18
"99805A",18,18
"99807K",18,18
"99808C",18,18
"99810L",18,18
"99811E",18,18
"99812V",18,18
"99813N",18,18
"99814G",18,18
"99815X",18,18
"99816P",1,18
"99817I",18,18
"99818A",18,18
"99819R",1,18
"99820J",18,18
"99823L",18,18
"99825V",18,18
"99826N",3,18
"99829P",18,18
"99831Z",18,18
"99833J",1,18
"99834B",18,18
"99835S",18,18
"99836L",18,18
"99841W",18,18
"99842O",18,18
"99843H",18,18
"99844Z",1,18
"99845Q",1,18
"99846J",1,18
"99848S",18,18
"99849L",18,18
"99851U",18,18
"99852M",18,18
"99853F",18,18
"99855O",1,18
"99856H",18,18
"99858Q",18,18
"99859J",18,18
"99860A",18,18
"99861R",18,18
"99863C",18,18
"99864U",18,18
"99865M",18,18
"99867W",18,18
"99870X",18,18
"99871P",1,18
"99872I",18,18
"99875K",18,18
"99877U",18,18
"99880V",18,18
"99881N",18,18
"99882G",18,18
"99883X",18,18
"99885I",18,18
"99886A",18,18
"99887R",18,18
"99889C",1,18
"99891L",18,18
"99893V",1,18
"99894N",1,18
"99896X",18,18
"99897P",1,18
"99898I",18,18
"99900W",18,18
"99901O",18,18
"99902H",18,18
"99903Z",18,18
"99904Q",18,18
"99905J",18,18
"99907S",18,18
"99909E",18,18
"99910U",1,18
"99911M",18,18
"99913W",18,18
"99914O",18,18
"99917Q",2,18
"99918J",18,18
"99919B",18,18
"99920R",18,18
"99922C",18,18
"99924M",18,18
"99926W",18,18
"99927O",18,18
"99928H",18,18
"99930P",1,18
"99931I",18,18
"99935C",18,18
"99937M",18,18
"99938F",18,18
"99940N",18,18
"99942X",18,18
"99945A",18,18
"99946R",18,18
"99947K",18,18
"99948C",1,18
"99950L",18,18
"99952V",18,18
"99953N",18,18
"99956P",18,18
"99957I",18,18
"99958A",18,18
"99959R",18,18
"99960J",18,18
"99961B",18,18
"99962S",18,18
"99963L",18,18
"99964E",18,18
"99965V",18,18
"99966N",18,18
"99969P",1,18
"99971Z",18,18
"99972Q",18,18
"99973J",18,18
"99976L",18,18
"99977E",18,18
"99980F",18,1
"99983H",18,18
"99984Z",18,18
"99985Q",18,18
"99986J",18,18
"99987B",18,18
"99990C",18,18
"99991U",1,18
"99992M",18,18
"99994W",18,18
"18",18,18
