"Permit.Number","Orig","Dest"
"62652I",18,2
"62653E",18,12
"62654L",18,14
"62655N",18,12
"62656A",18,14
"62657N",18,14
"62658G",18,14
"62659C",18,14
"62660Z",18,12
"62661Q",18,12
"62662Z",18,14
"62663Q",18,14
"62664J",18,14
"62665L",18,12
"62666S",18,14
"62667L",18,14
"62668N",18,12
"62669V",18,14
"62670M",18,14
"62671F",18,14
"62672H",18,12
"62673Z",18,12
"62674Q",18,12
"62675J",18,12
"62676Q",18,14
"62677J",18,14
"62678L",18,12
"62679S",18,14
"62680R",18,10
"62681C",18,14
"62682F",18,12
"62683W",18,12
"62684F",18,14
"62685H",18,12
"62686Z",18,12
"62687H",18,14
"62688Z",18,14
"62689Q",18,14
"62690R",18,12
"62691A",18,14
"62692C",18,12
"62693K",18,14
"62694C",18,14
"62695U",18,14
"62696M",18,14
"62697F",18,14
"62698W",18,14
"62699Z",18,12
"62700L",18,10
"62701E",18,14
"62702E",18,10
"62703V",18,10
"62704P",18,12
"62705I",18,12
"62706A",18,12
"62707I",18,14
"62708R",18,17
"62709R",18,14
"62710J",18,14
"62711B",18,14
"62712E",18,12
"62713L",18,14
"62714E",18,14
"62715G",18,12
"62716X",18,12
"62717G",18,14
"62718I",18,12
"62719P",18,14
"62720L",18,6
"62721Z",18,14
"62722B",18,4
"62723J",18,14
"62724I",18,7
"62725A",18,3
"62726P",18,1
"62727E",18,14
"62728V",18,14
"62729V",18,10
"62730F",18,14
"62731W",18,14
"62732O",18,14
"62733H",18,14
"62734Z",18,14
"62735Q",18,14
"62736J",18,14
"62737J",18,10
"62738X",18,14
"62739L",18,14
"62740C",18,14
"62741U",18,12
"62742F",18,17
"62743F",18,14
"62744W",18,14
"62745V",18,7
"62746Q",18,2
"62747A",18,5
"62748B",18,12
"62749J",18,14
"62750R",18,17
"62751R",18,12
"62752C",18,17
"62753U",18,17
"62754M",18,17
"62755M",18,14
"62756O",18,12
"62757H",18,4
"62758P",18,5
"62759N",18,3
"62760I",18,12
"62761A",18,12
"62762R",18,12
"62763K",18,12
"62764R",18,14
"62765U",18,12
"62766M",18,12
"62767F",18,12
"62768W",18,12
"62769O",18,12
"62770G",18,12
"62771N",18,14
"62772P",18,12
"62773I",18,12
"62774A",18,12
"62775R",18,12
"62776K",18,12
"62777R",18,14
"62778K",18,14
"62779C",18,14
"62780E",18,12
"62781V",18,12
"62782E",18,14
"62783G",18,12
"62784X",18,12
"62785P",18,12
"62786I",18,12
"62787P",18,14
"62788R",18,12
"62789K",18,12
"62790B",18,12
"62791S",18,12
"62792L",18,12
"62793E",18,12
"62794V",18,12
"62795N",18,12
"62796G",18,12
"62797X",18,12
"62798P",18,12
"62799I",18,12
"62800F",18,12
"62801M",18,14
"62802O",18,12
"62803O",18,17
"62804Z",18,12
"62805Q",18,12
"62806Z",18,14
"62807B",18,12
"62808S",18,12
"62809L",18,12
"62810C",18,12
"62811U",18,12
"62812M",18,12
"62813F",18,12
"62814Q",18,1
"62815O",18,12
"62816E",18,7
"62817S",18,3
"62818Q",18,2
"62819E",18,3
"62820A",18,12
"62821R",18,12
"62822K",18,12
"62823C",18,12
"62824U",18,12
"62825M",18,12
"62826F",18,12
"62827W",18,12
"62828O",18,12
"62829H",18,12
"62830N",18,14
"62831K",18,14
"62832I",18,12
"62833A",18,12
"62834R",18,12
"62835K",18,12
"62836C",18,12
"62837U",18,12
"62838M",18,12
"62839F",18,12
"62840S",18,10
"62841E",18,14
"62842G",18,12
"62843X",18,12
"62844P",18,12
"62845X",18,14
"62846X",18,10
"62847I",18,14
"62848K",18,12
"62849C",18,12
"62850S",18,12
"62851L",18,12
"62852E",18,12
"62853V",18,12
"62854V",18,17
"62855G",18,12
"62856N",18,14
"62857P",18,12
"62858I",18,12
"62859P",18,14
"62860O",18,3
"62861Z",18,14
"62862Q",18,10
"62863J",18,14
"62864L",18,12
"62865E",18,12
"62866E",18,3
"62867N",18,12
"62868G",18,12
"62869N",18,14
"62870F",18,14
"62871W",18,14
"62872O",18,14
"62873H",18,14
"62874Z",18,14
"62875Q",18,12
"62876L",18,7
"62877L",18,2
"62878G",18,4
"62879X",18,2
"62880C",18,14
"62881U",18,14
"62882M",18,14
"62883F",18,3
"62884H",18,12
"62885O",18,14
"62886Q",18,12
"62887J",18,12
"62888B",18,12
"62889S",18,10
"62890K",18,12
"62891C",18,12
"62892U",18,12
"62893M",18,12
"62894U",18,14
"62895W",18,12
"62896F",18,14
"62897W",18,14
"62898Z",18,12
"62899H",18,14
"62900N",18,12
"62901V",18,14
"62902N",18,14
"62903G",18,14
"62904X",18,3
"62905P",18,14
"62906I",18,14
"62907R",18,17
"62908R",18,14
"62909K",18,14
"62910B",18,14
"62911E",18,12
"62912L",18,2
"62913E",18,14
"62914Q",18,14
"62915N",18,14
"62916G",18,14
"62917X",18,14
"62918A",18,18
"62919I",18,12
"62920Z",18,14
"62921B",18,12
"62922S",18,12
"62923B",18,14
"62924L",18,17
"62925L",18,3
"62926E",18,3
"62927G",18,12
"62928N",18,14
"62929P",18,12
"62930W",18,14
"62931O",18,14
"62932H",18,14
"62933J",18,12
"62934B",18,12
"62935S",18,12
"62936L",18,12
"62937B",18,10
"62938L",18,14
"62939E",18,14
"62940U",18,1
"62941M",18,14
"62942F",18,14
"62943W",18,14
"62944O",18,14
"62945H",18,14
"62946Z",18,14
"62947Z",18,10
"62948S",18,12
"62949L",18,12
"62950R",18,14
"62951C",18,17
"62952M",18,12
"62953M",18,17
"62954M",18,14
"62955O",18,12
"62956H",18,12
"62957Z",18,14
"62958Q",18,12
"62959Q",18,17
"62960P",18,14
"62961I",18,14
"62962K",18,12
"62963C",18,12
"62964U",18,12
"62965U",18,17
"62966F",18,12
"62967M",18,14
"62968O",18,12
"62969W",18,14
"62970N",18,14
"62971G",18,14
"62972I",18,12
"62973P",18,14
"62974I",18,10
"62975A",18,14
"62976R",18,14
"62977U",18,12
"62978C",18,14
"62979U",18,14
"62980L",18,14
"62981E",18,3
"62982G",18,12
"62983X",18,12
"62984G",18,14
"62985I",18,12
"62986A",18,12
"62987I",18,14
"62988A",18,14
"62989R",18,14
"62990S",18,12
"62991L",18,12
"62992E",18,12
"62993V",18,12
"62994E",18,14
"62995G",18,12
"62996N",18,14
"62997G",18,14
"62998G",18,10
"62999X",18,10
"63000Z",18,14
"63001B",18,12
"63002S",18,12
"63003B",18,14
"63004S",18,14
"63005V",18,12
"63006N",18,12
"63007V",18,14
"63008N",18,14
"63009G",18,14
"63010W",18,3
"63011O",18,14
"63012H",18,14
"63013Z",18,14
"63014Q",18,14
"63015S",18,12
"63016L",18,12
"63017E",18,12
"63018V",18,12
"63019I",18,2
"63020Z",18,3
"63021W",18,12
"63022O",18,12
"63023F",18,10
"63024H",18,17
"63025H",18,12
"63026Z",18,14
"63027B",18,12
"63028S",18,12
"63029L",18,12
"63030C",18,12
"63031K",18,14
"63032C",18,14
"63033C",18,10
"63034U",18,10
"63035O",18,12
"63036W",18,14
"63037O",18,14
"63038Z",18,17
"63039Z",18,14
"63040P",18,14
"63041A",18,17
"63042K",18,12
"63043R",18,14
"63044O",18,14
"63045C",18,14
"63046C",18,10
"63047U",18,10
"63048O",18,12
"63049W",18,14
"63050N",18,10
"63051P",18,12
"63052I",18,12
"63053P",18,14
"63054I",18,14
"63055A",18,14
"63056C",18,12
"63057K",18,14
"63058M",18,12
"63059F",18,12
"63060S",18,10
"63061E",18,14
"63062V",18,14
"63063N",18,14
"63064G",18,14
"63065X",18,14
"63066A",18,12
"63067P",18,10
"63068A",18,14
"63069R",18,14
"63070J",18,14
"63071S",18,10
"63072S",18,14
"63073E",18,17
"63074V",18,17
"63075G",18,12
"63076X",18,12
"63077X",18,17
"63078G",18,10
"63079N",18,9
"63080Q",18,6
"63081E",18,1
"63082R",18,1
"63083S",18,6
"63084B",18,14
"63085S",18,14
"63086L",18,14
"63087E",18,12
"63088G",18,12
"63089N",18,14
"63090F",18,14
"63091W",18,14
"63092O",18,14
"63093H",18,14
"63094Z",18,14
"63095M",18,14
"63096S",18,12
"63097G",18,14
"63098O",18,14
"63099L",18,14
"63100R",18,12
"63101R",18,17
"63102R",18,3
"63103C",18,17
"63104C",18,14
"63105F",18,12
"63106W",18,12
"63107W",18,17
"63108O",18,17
"63109L",18,1
"63110P",18,3
"63111I",18,4
"63112H",18,9
"63113J",18,1
"63114K",18,12
"63115C",18,12
"63116U",18,12
"63117M",18,12
"63118U",18,14
"63119W",18,12
"63120E",18,14
"63121V",18,14
"63122N",18,14
"63123X",18,17
"63124I",18,12
"63125P",18,14
"63126I",18,14
"63127A",18,14
"63128C",18,12
"63129K",18,14
"63130B",18,14
"63131E",18,12
"63132S",18,10
"63133N",18,12
"63134A",18,14
"63135N",18,14
"63136G",18,14
"63137X",18,14
"63138P",18,14
"63139I",18,14
"63140Z",18,14
"63141Q",18,14
"63142J",18,14
"63143B",18,14
"63144B",18,10
"63145S",18,10
"63146E",18,14
"63147E",18,10
"63148X",18,12
"63149P",18,12
"63150H",18,12
"63151Z",18,12
"63152Q",18,3
"63153J",18,12
"63154B",18,12
"63155S",18,12
"63156B",18,14
"63157S",18,14
"63158L",18,14
"63159E",18,14
"63160U",18,14
"63161M",18,14
"63162F",18,14
"63163W",18,14
"63164O",18,14
"63165H",18,14
"63166Z",18,10
"63167Q",18,14
"63168Q",18,10
"63169J",18,10
"63170R",18,14
"63171K",18,3
"63172C",18,14
"63173M",18,17
"63174N",18,5
"63175B",18,2
"63176W",18,14
"63177S",18,14
"63178Q",18,12
"63179J",18,12
"63180A",18,12
"63181P",18,10
"63182R",18,17
"63183C",18,12
"63184U",18,12
"63185C",18,14
"63186C",18,10
"63187W",18,12
"63188O",18,12
"63189H",18,12
"63190X",18,12
"63191G",18,14
"63192X",18,14
"63193P",18,14
"63194R",18,12
"63195V",18,14
"63196C",18,12
"63197U",18,12
"63198M",18,12
"63199U",18,14
"63200Q",18,14
"63201S",18,12
"63202L",18,12
"63203E",18,12
"63204L",18,12
"63205E",18,14
"63206V",18,14
"63207G",18,17
"63208G",18,14
"63209C",18,14
"63210O",18,14
"63211O",18,10
"63212Z",18,14
"63213Z",18,10
"63214Q",18,10
"63215L",18,12
"63216S",18,14
"63217L",18,14
"63218E",18,14
"63219V",18,14
"63220W",18,12
"63221F",18,14
"63222O",18,17
"63223Z",18,12
"63224H",18,4
"63225Z",18,14
"63226V",18,14
"63227F",18,14
"63228L",18,12
"63229S",18,14
"63230H",18,2
"63231O",18,4
"63232U",18,14
"63233M",18,14
"63234O",18,12
"63235W",18,14
"63236O",18,14
"63237L",18,14
"63238Z",18,14
"63239Q",18,14
"63240I",18,14
"63241A",18,14
"63242R",18,14
"63243U",18,12
"63244C",18,14
"63245F",18,12
"63246M",18,14
"63247F",18,14
"63248W",18,14
"63249W",18,10
"63250P",18,12
"63251X",18,14
"63252I",18,17
"63253R",18,12
"63254I",18,10
"63255K",18,17
"63256K",18,14
"63257C",18,14
"63258U",18,14
"63259M",18,14
"63260L",18,10
"63261G",18,12
"63262X",18,12
"63263P",18,12
"63264I",18,12
"63265A",18,12
"63266A",18,17
"63267K",18,12
"63268C",18,12
"63269K",18,14
"63270J",18,10
"63271E",18,12
"63272V",18,12
"63273N",18,12
"63274V",18,14
"63275X",18,12
"63276G",18,14
"63277P",18,17
"63278I",18,17
"63279I",18,14
"63280V",18,1
"63281B",18,12
"63282J",18,14
"63283L",18,12
"63284S",18,14
"63285V",18,12
"63286N",18,12
"63287G",18,12
"63288X",18,12
"63289P",18,12
"63290H",18,12
"63291Z",18,12
"63292Q",18,12
"63293J",18,12
"63294B",18,12
"63295S",18,12
"63296B",18,14
"63297S",18,10
"63298V",18,3
"63299N",18,12
"63300A",18,14
"63301R",18,14
"63302R",18,10
"63303M",18,12
"63304F",18,12
"63305U",18,10
"63306O",18,12
"63307O",18,17
"63308W",18,10
"63309Q",18,12
"63310I",18,12
"63311A",18,12
"63312I",18,14
"63313A",18,14
"63314A",18,10
"63315R",18,10
"63316M",18,12
"63317F",18,12
"63318W",18,12
"63319M",18,10
"63320G",18,12
"63321N",18,14
"63322I",18,2
"63323I",18,12
"63324A",18,12
"63325J",18,5
"63326A",18,14
"63327R",18,14
